ID,Title,Section,Type,Priority,Estimate,Preconditions,Steps,Expected Result,References,Automation Status
FRR-011,Product Search - Basic Query and Suggestions,Full Regression > Search > Basic,Functional,Critical,4m,"User logged in, products exist in catalog","1. Click on search bar in header
2. Start typing 'lapt'
3. Verify autocomplete suggestions appear
4. Press Enter to search 'laptop'
5. Verify search results page loads with result count
6. Verify filters available to refine","- Suggestions update after 2-3 characters
- Search results page displays matching products
- Result count shown
- Products display with image, name, price, Add to Cart
- Filters available on search results
- Breadcrumbs: Home > Search Results (BL-SRCH-004)",C410480,Automated
FRR-012,Product Search - No Results Handling,Full Regression > Search > Edge Cases,Negative,High,3m,"User on search page","1. Enter nonsense search term: 'xyzabc123notfound'
2. Press Enter
3. Verify no results handling
4. Verify search term visible in bar","- 'No results found for xyzabc123notfound' message shown
- Suggestions shown: 'Try different keywords' or 'Browse categories'
- Page layout intact (no broken grid)
- Search bar filled with term
- No 500 errors (BL-SRCH-002)",C410484,Manual
FRR-013,Product Search - Special Characters and XSS,Full Regression > Search > Security,Security,Critical,4m,"User on search page","1. Enter: '<script>alert()</script>' in search
2. Press Enter
3. Enter: 'laptop & monitor'
4. Verify search handles both queries","- XSS attempts sanitized (no script execution)
- Special characters handled gracefully
- No server errors
- Query escaped in URL (BL-SRCH-005)",C410485,Manual
FRR-014,Search Index Lag - Admin Change Reflects Within 120s,Full Regression > Search > Consistency,Functional,High,10m,"Admin access, product in catalog","1. Update product name in Admin
2. Immediately search on storefront (may show old name - expected within 60s)
3. Verify direct product URL shows new name immediately
4. Wait 120 seconds
5. Re-run search
6. Verify new name appears in results","- PDP (direct URL) shows updated name immediately (live data)
- Search results update within 120s after reindex
- After 120s no stale data remains (BL-CAT-003, BL-CROSS-009)",BL-CAT-003,Manual
FRR-015,Add to Cart - From Product Page,Full Regression > Cart > Add,Functional,Critical,3m,"User logged in, product available","1. Navigate to product detail page
2. Verify product details load (name, image, price)
3. Verify quantity selector defaults to 1
4. Click 'Add to Cart'
5. Verify success notification
6. Verify cart icon count increments","- Product detail page loads fully
- 'Add to Cart' button enabled (if in stock)
- Success notification shows product name
- Cart icon count increments
- Product visible in cart",CART-001,Automated
FRR-016,Add to Cart - Product Variations (Correct SKU),Full Regression > Cart > Add,Functional,Critical,6m,"Configurable product with variations. DevTools Network tab open.","1. Navigate to product with size and color variations
2. Verify 'Add to Cart' disabled until all required options selected
3. Select Size: Medium and Color: Blue
4. Click 'Add to Cart'
5. In Network tab: locate addItem GraphQL mutation
6. Verify request payload SKU matches Blue/M variant
7. View cart and verify line item shows 'Color: Blue, Size: M'","- 'Add to Cart' disabled until all required attributes selected
- Selecting options enables the button
- addItem mutation sends correct variant SKU (not parent SKU)
- Cart line item displays variant attributes: 'Color: Blue, Size: M'
- Price matches selected variant
- Cart badge increments (BL-CAT-006)",C411059,Manual
FRR-017,Add Same SKU Twice - Quantity Increments (No Duplicate Line),Full Regression > Cart > Quantity,Functional,High,4m,"User logged in, product available","1. Navigate to product detail page
2. Click 'Add to Cart' (qty=1)
3. Return to listing page
4. Add same product again
5. View cart","- Cart shows 1 line item with qty=2, not 2 separate lines
- Quantity incremented on re-add
- Line total = unit price x 2 (BL-CART-007)",BL-CART-007,Automated
FRR-018,Cart - View and Update Quantities,Full Regression > Cart > View,Functional,Critical,5m,"Multiple products in cart","1. Add 2-3 products to cart
2. Navigate to full cart page
3. Verify cart displays all items with image, name, SKU, qty, line total
4. Click '+' to increase quantity of one item
5. Verify line total and subtotal recalculate
6. Click '-' to decrease quantity
7. Decrease to 0 and verify item removed","- Full cart shows all items with image, name, qty selector, line total
- Subtotal, shipping placeholder, grand total displayed
- Line total = unit price x quantity (BL-PRICE-008)
- Subtotal updates on quantity change
- Decreasing to 0 removes item or minus button disabled at 1",CART-005,Automated
FRR-019,Cart - Remove Item,Full Regression > Cart > Remove,Functional,High,2m,"Multiple products in cart","1. Navigate to cart
2. Click remove/trash icon on one item
3. Verify item removed
4. Verify totals recalculate
5. Remove all items and verify empty state","- Item disappears from cart immediately
- Cart totals recalculate
- If cart empty: 'Your cart is empty' message with continue shopping link",CART-009,Automated
FRR-020,Cart - Stock Limit Enforced (Max Qty = Available Stock),Full Regression > Cart > Validation,Functional,Critical,5m,"Product with limited stock (e.g., 5 units available)","1. Navigate to product with limited stock
2. Enter quantity 999 in quantity input field
3. Attempt to add to cart","- Quantity capped to available stock or error shown: 'Only X available'
- Order cannot exceed available inventory
- '+' button disabled at stock limit (BL-CART-001)",C411201,Manual
FRR-021,Cart - Out-of-Stock Product Cannot Be Added,Full Regression > Cart > Validation,Functional,Critical,5m,"Admin access. Product with all FFC inventory set to 0.","1. In Admin: set all fulfillment center stock to 0 for a product
2. Navigate to product on storefront
3. Observe stock label and Add to Cart button
4. Attempt to add via xAPI if UI blocks","- 'Out of stock' or 'Sold out' label shown on PDP and listing
- 'Add to Cart' disabled/hidden
- xAPI addToCart returns error for zero-stock product (BL-CAT-001)",C410692,Manual
FRR-022,Cart - Price N/A Prevents Purchase ($0 Guard),Full Regression > Cart > Validation,Functional,Critical,5m,"Admin access. Product with price removed or set to 0.","1. In Admin: remove price from product (delete price list entry)
2. Navigate to product on storefront
3. Observe price and Add to Cart state","- Product shows 'Unavailable' or N/A price — NOT $0.00
- 'Add to Cart' button disabled
- Product cannot be purchased at $0 (BL-CROSS-001, BL-CROSS-012)",C410689,Manual
FRR-023,Cart - Promo Code Valid Application,Full Regression > Cart > Promo,Functional,High,5m,"Valid promo code available (e.g., SAVE10). Products in cart.","1. Add products to cart
2. Navigate to cart
3. Enter valid code: SAVE10
4. Click 'Apply'
5. Verify discount applied
6. Verify discount calculated on sale price not list price","- Valid code applies discount
- Discount line appears: 'Promo Code (SAVE10): -$X.XX'
- Percentage coupon applies to already-discounted (sale) price, not list price
- Grand total reduced correctly (BL-CART-003, BL-PRICE-001)",CART-011,Manual
FRR-024,Cart - Invalid Promo Code Rejected,Full Regression > Cart > Promo,Negative,Medium,3m,"On cart page with products","1. Navigate to cart
2. Enter invalid code: INVALID123
3. Click 'Apply'
4. Verify error","- Error message: 'Invalid promo code' or 'Code not found'
- No discount applied
- Cart totals unchanged",CART-012,Manual
FRR-025,Cart - Pack Size Validation,Full Regression > Cart > Validation,Functional,High,3m,"Product sold in packs of 6","1. Navigate to product with pack size = 6
2. Enter quantity = 7
3. Attempt to add to cart","- Quantity rejected or auto-rounded to nearest pack (6 or 12)
- Stepper increments by pack size (BL-CART-006)",C411205,Manual
FRR-026,Cart - Currency Switch Recalculates All Prices,Full Regression > Cart > Currency,Functional,Critical,7m,"Multi-currency configured. Products in cart.","1. Add items to cart in USD
2. Switch currency to EUR (or other configured currency)
3. Verify all cart line items recalculate to EUR prices
4. Verify shipping and tax also in EUR
5. Check a product not in new currency's price list","- All prices switch to new currency's price list (not exchange rate conversion)
- Cart subtotal, shipping, tax all in new currency
- Products without new-currency prices show 'Unavailable' or removed
- No mixed-currency state in cart (BL-CART-004, BL-CROSS-004)",BL-CART-004,Manual
FRR-027,Cart - Persistence Across Sign-Out / Sign-In,Full Regression > Cart > Persistence,Functional,High,5m,"User logged in with items in cart","1. Add 3 products to cart
2. Sign out
3. Sign back in
4. Verify cart restored","- Cart restored with same items and quantities after re-login
- No items lost on sign-out/sign-in cycle (BL-CART-008)",BL-CART-008,Manual
FRR-028,Checkout - Standard Delivery - Full Flow,Full Regression > Checkout > Delivery,Functional,Critical,10m,"Products in cart, shipping addresses configured","1. Navigate to cart
2. Click 'Checkout'
3. Select 'Delivery' option
4. Select or add shipping address
5. Select shipping method
6. Select payment method
7. Review order summary
8. Click 'Place Order'
9. Verify order confirmation page","- Checkout page loads with progress indicator
- Address form or selector displays
- Shipping methods display with cost and estimated delivery
- Payment methods available
- Order summary shows: Items, Subtotal, Shipping, Tax, Grand Total
- Grand total = subtotal + shipping + tax - discounts (BL-CHK-006)
- Order processes successfully
- Confirmation page displays order number
- Cart cleared after order",SMK-009,Automated
FRR-029,Checkout - BOPIS Pickup Location Selection,Full Regression > Checkout > Pickup,Functional,Critical,12m,"Products in cart, pickup locations configured","1. Navigate to cart
2. Click 'Checkout'
3. Select 'Pickup' option
4. Click 'Select pickup location'
5. Verify map modal opens with location list
6. Select a pickup location
7. Complete checkout without shipping address","- 'Pickup' option available at checkout
- Map modal shows markers for all pickup locations
- Location details shown: Name, Address, Phone, Hours, Availability
- No shipping cost applied for pickup
- Shipping address step skipped
- Order confirmation shows pickup location and instructions
- Billing address still required (BL-SHIP-002)",SMK-010,Automated
FRR-030,Checkout - Shipping Methods Update on Address Change,Full Regression > Checkout > Shipping,Functional,Critical,8m,"Checkout with delivery selected","1. Enter domestic shipping address
2. Note available shipping methods and rates
3. Change to international address
4. Verify shipping methods refresh
5. Verify previously selected method deselected if unavailable","- Shipping methods update when address changes
- Rates recalculate for new destination
- Method unavailable for new address is deselected with notification
- BOPIS option disappears for distant addresses (BL-CHK-005, BL-SHIP-001)",BL-CHK-005,Manual
FRR-031,Checkout - Free Shipping Threshold Recalculates on Cart Change,Full Regression > Checkout > Shipping,Functional,High,6m,"Store configured with free shipping threshold (e.g., $100). Cart near threshold.","1. Add items totaling $90 to cart
2. Note shipping cost ($10 standard)
3. Add item worth $20 (total $110)
4. Verify shipping becomes $0 (free)
5. Apply coupon reducing total to $95
6. Verify free shipping removed","- Shipping recalculates each time cart changes
- Free shipping triggered at threshold on subtotal after discounts
- Coupon reducing below threshold removes free shipping (BL-SHIP-003)",BL-SHIP-003,Manual
FRR-032,Checkout - Order Total Formula Verified,Full Regression > Checkout > Totals,Functional,Critical,5m,"User at final checkout review step before placing order","1. Proceed through all checkout steps
2. At order review page, manually calculate: sum(line totals) + shipping + tax - discounts
3. Compare manual calculation to displayed grand total
4. After placing order, compare to confirmation page total
5. Verify Admin order shows same total","- Grand total = subtotal + shipping + tax - cart discounts exactly
- Tax calculated on post-discount subtotal (BL-PRICE-002)
- No unexplained discrepancies >= $0.01 (BL-PRICE-008, BL-CHK-006)
- Checkout total matches confirmation page
- Confirmation matches Admin order detail",CART-015,Manual
FRR-033,Checkout - Place Order (Double-Submit Prevention),Full Regression > Checkout > Idempotency,Functional,Critical,5m,"User at final checkout step with payment ready","1. Complete all checkout steps
2. Click 'Place Order'
3. Immediately click 'Place Order' again (rapid double-click)
4. Wait for processing
5. Check Admin for orders","- Only 1 order created (not 2)
- Button disabled/loading state after first click
- No duplicate orders in Admin
- No double inventory decrement (BL-CHK-002, BL-CROSS-010)",BL-CHK-002,Manual
FRR-034,Checkout - Payment Credit Card (CyberSource),Full Regression > Payment > CyberSource,Functional,Critical,8m,"Checkout at payment step, CyberSource configured","1. Proceed to payment step
2. Select 'Bank card (CyberSource)'
3. Wait for CyberSource iframe to load
4. Enter: card 4622943127013705, name John Smith, expiry 09/2029, CVV 838
5. Click 'Place Order'","- CyberSource iframe loads (PCI-compliant, isolated)
- Card fields accept input
- No raw card data in HTML or browser storage
- Payment authorized or clear decline message shown
- If success: order confirmation with order number
- If declined: user can retry without losing cart (BL-CHK-004)",PAY-CS-001,Manual
FRR-035,Payment - Authorize.Net Valid Card,Full Regression > Payment > AuthorizeNet,Functional,Critical,5m,"Checkout at payment step, Authorize.Net configured","1. Select 'Bank card (Authorize.Net)'
2. Enter test card: 4111111111111111, expiry 12/2025, CVV 123
3. Submit payment","- Authorize.Net form loads
- Card accepted
- Payment processes
- Order confirmation or decline message shown",PAY-AN-001,Manual
FRR-036,Payment - Datatrans Valid Card (3D Secure),Full Regression > Payment > Datatrans,Functional,High,8m,"Checkout at payment step, Datatrans configured","1. Select 'Bank card (Datatrans)'
2. Enter test card: 4242424242424242, expiry 12/2025, CVV 123
3. Enter OTP if prompted: DATATRANS_OTP from .env
4. Complete payment","- Datatrans form loads (may redirect to /checkout/payment)
- OTP field appears if 3D Secure enabled
- Correct OTP authorizes payment
- Order placed with confirmation",PAY-DT-001,Manual
FRR-037,Payment - Skyflow Valid Card (PCI Tokenization),Full Regression > Payment > Skyflow,Functional,High,5m,"Checkout at payment step, Skyflow configured","1. Select 'Bank card (Skyflow)'
2. Enter: SKYFLOW_VISA, expiry SKYFLOW_EXPIRY, CVV SKYFLOW_CVV from .env
3. Submit payment","- Skyflow secure form loads
- Card data tokenized before submission
- Only token sent to server (no raw PAN in requests)
- Order confirmation on success (BL-CHK-004)",PAY-SK-001,Manual
FRR-038,Payment - Invalid Card Rejected with Clear Error,Full Regression > Payment > Negative,Negative,High,3m,"Payment form ready (any processor)","1. Enter invalid card: 1234567890123456
2. Fill other fields with valid data
3. Attempt to submit","- Real-time validation on card number field
- Error message: 'Invalid card number'
- No payment attempted
- User can correct and retry without losing checkout state",PAY-CS-004,Manual
FRR-039,Payment - Secure Data Handling (PCI Compliance Check),Full Regression > Payment > Security,Security,Critical,8m,"Checkout at payment step, DevTools open","1. Inspect payment form
2. Verify credit card fields in iframe
3. Submit payment
4. Inspect network requests
5. Check browser storage (localStorage, sessionStorage, cookies)","- Payment form uses iframe (PCI DSS scope reduction)
- No raw card number in HTML
- No card data stored in browser storage
- Only tokenized data sent to server
- All communication over HTTPS
- No mixed content warnings (BL-CHK-004)",FR-SECURITY-005,Manual
FRR-040,Order Confirmation Page - Cross-Layer Verification,Full Regression > Orders > Confirmation,Functional,Critical,10m,"Order just placed successfully","1. Complete checkout and place order
2. Capture order number from confirmation page
3. Verify confirmation page content
4. Check email inbox for confirmation
5. Navigate to account Order History
6. In Admin: verify order exists with matching total
7. Verify cart is empty after order","- Confirmation page shows order number prominently
- Success message displayed
- Order details: items, shipping address, shipping method, payment, total
- Cart cleared (BL-CROSS-005)
- Confirmation email received within 5 minutes with matching data (BL-NOTIF-001, BL-NOTIF-002)
- Order appears in account Order History
- Admin order total matches confirmation total (BL-CHK-006)",SMK-012,Automated
FRR-041,GA4 Purchase Event Fires on Order Confirmation,Full Regression > Analytics > GA4,Analytics,Critical,8m,"GA4 configured, Network tab open, DevTools console open","1. Complete checkout and place order
2. On confirmation page, open DevTools > Network tab
3. Filter for 'google-analytics.com' or 'gtag' events
4. Find 'purchase' event
5. Inspect event parameters","- purchase event fires exactly once on confirmation page load
- event.transaction_id matches displayed order number
- event.value matches order total (revenue)
- event.currency matches order currency
- event.tax, event.shipping included
- event.items array contains all ordered products with correct item_id, price, quantity
- No GA errors in console (BL-CROSS-005)",FR-GA-004,Manual
FRR-042,GA4 Add to Cart and Begin Checkout Events,Full Regression > Analytics > GA4,Analytics,High,6m,"GA4 configured, Network tab open","1. Navigate to product page
2. Click 'Add to Cart'
3. Verify 'add_to_cart' GA4 event in Network tab
4. Navigate to cart and click Checkout
5. Verify 'begin_checkout' event fired","- add_to_cart event: currency, value, items[item_id, item_name, price, quantity]
- begin_checkout event: currency, value, items array with all cart products
- Both events visible in Network tab
- Data accurate (matches product/cart values)",FR-GA-002,Manual
FRR-043,Order History - View and Reorder,Full Regression > Orders > History,Functional,High,6m,"User logged in with previous orders","1. Navigate to account > Orders
2. Verify orders listed newest-first with status, date, total
3. Click 'View Details' on an order
4. Verify all order details present
5. Click 'Reorder All'
6. Verify products added to cart","- Orders listed in reverse chronological order
- Each order: Order Number, Date, Status badge, Total
- Order details: items, address, shipping, payment, totals
- Actions: Reorder, Track Shipment, Print Invoice
- Reorder adds all items to cart
- Out-of-stock items on reorder show warning",CART-017,Manual
FRR-044,Order Status State Machine - Admin Processing,Full Regression > Orders > Status,Functional,High,8m,"Placed order in Admin","1. Place order in storefront
2. In Admin: open the order
3. Attempt to change payment: Pending → Captured (skipping Authorized)
4. Verify illegal transition rejected
5. Process through valid states: Pending → Authorized → Captured
6. Ship via: New → PickPack → Sent (with tracking number)
7. Verify storefront order status updates","- Illegal state transitions rejected (cannot capture before authorize)
- Valid transitions accepted in correct order
- Shipment requires tracking number for 'Sent' state
- Order status updates visible in storefront Order History
- Audit log records each transition with actor and timestamp (BL-ORD-001, BL-ORD-006)",BL-ORD-001,Manual
FRR-045,BOPIS - Pickup Location Map, Filter, and Select,Full Regression > BOPIS > Map,Functional,Critical,10m,"Cart has products, multiple pickup locations exist","1. Add products to cart and select Pickup at checkout
2. Open pickup location modal
3. Verify map loads with markers for all locations
4. Enter city name in search bar and verify locations filter
5. Apply 'Open Now' filter
6. Click on a location in list and verify marker highlights
7. Click 'Select' on a location
8. Verify modal closes and selected location shows in checkout","- Google Maps loads with location markers
- Map interactive (zoom, pan)
- Search filters list and re-centers map
- Filters apply to location list (AND logic)
- Clicking location highlights marker and opens info window
- Info window shows: Name, Address, Phone, Hours, Availability
- 'Select' closes modal
- Selected location displayed in checkout with 'Change Location' option",BOPIS-001,Automated
FRR-046,BOPIS - Mobile Pickup Flow,Full Regression > BOPIS > Mobile,Functional,Critical,10m,"Mobile viewport (375x812px or iPhone), cart has products","1. Resize to mobile viewport
2. Add products to cart
3. Select Pickup at checkout
4. Open pickup location selector
5. Interact with map (pinch zoom, tap markers)
6. Select location
7. Complete checkout","- Pickup location selector optimized for mobile
- Touch interactions work: pinch zoom, tap markers
- Location list scrollable
- Select button tappable (44x44px minimum)
- No horizontal scrolling required
- Checkout completes on mobile",BOPIS-004,Manual
FRR-047,B2B - Multi-Organization Cart Isolation,Full Regression > B2B > Multi-Org,Functional,Critical,8m,"User belongs to 2+ organizations","1. Log in as user with multiple organizations
2. Switch to Org A using org selector in header
3. Add 3 products to cart while in Org A
4. Switch to Org B
5. Verify Org B cart is separate (empty or different items)
6. Add products to Org B cart
7. Switch back to Org A
8. Verify Org A cart intact","- Organization selector shows all user's orgs
- Switching org switches cart context
- Org A's items NOT visible in Org B
- Cart items persist when switching back to Org A
- Pricing reflects each org's contract prices (BL-B2B-001, BL-CART-005)",FR-MULTI-ORG-002,Manual
FRR-048,B2B - Organization Context Swap (All 6 Dimensions),Full Regression > B2B > Context Swap,Functional,Critical,10m,"User member of 2+ organizations with different configs (prices, theme if WL enabled)","1. Log in as Org A member
2. Note: cart items, visible addresses, product prices, white-label theme
3. Switch to Org B
4. Verify cart changed to Org B's cart
5. Verify addresses changed to Org B's address book
6. Verify prices changed to Org B's price list
7. Verify theme updated if white labeling enabled
8. Switch back to Org A and verify all contexts restored","- Cart swaps atomically to new org's cart
- Addresses from Org A not visible under Org B
- Prices reflect Org B's contract list (BL-B2B-002)
- Theme/branding updates if white labeling enabled
- Quotes scope to current org
- Switching back restores all Org A's context (BL-CROSS-008)",BL-CROSS-008,Manual
FRR-049,B2B - Organization-Specific (Contract) Pricing,Full Regression > B2B > Pricing,Functional,Critical,6m,"Org A has a custom price list with Product X at $50. Store default has Product X at $75.","1. Sign in as Org A member
2. Navigate to Product X
3. Note displayed price
4. Sign out and sign in as a non-org (personal) user
5. Navigate to Product X
6. Note displayed price","- Org A member sees contract price: $50
- Non-org user sees store default price: $75
- Org A member adds to cart — cart uses $50
- Non-org user's cart uses $75
- Product not in Org A's price list falls back to store default (BL-PRICE-007, BL-B2B-002)",BL-PRICE-007,Manual
FRR-050,B2B - Quick Order Entry,Full Regression > B2B > Quick Order,Functional,High,8m,"B2B user logged in with organization context","1. Navigate to Quick Order page
2. Enter valid SKUs and quantities:
   - Row 1: SKU-001, Qty: 10
   - Row 2: SKU-002, Qty: 5
   - Row 3: INVALID-SKU, Qty: 1
3. Click 'Add to Cart'","- Quick Order form displays with SKU and Quantity rows
- Valid SKUs validate against catalog (product name shown)
- Invalid SKU shows error: 'Product not found'
- Valid rows added to cart
- Invalid rows highlighted
- Cart updates with correct quantities",FR-B2B-001,Manual
FRR-051,B2B - Company Members Management,Full Regression > B2B > Company,Functional,High,8m,"Organization admin logged in","1. Navigate to Company Members page
2. Verify members list with Name, Email, Role, Status
3. Click 'Invite Member' button
4. Enter email: newmember@example.com and select role: Employee
5. Click 'Send Invitation'
6. Verify invitation email received","- Members list shows all org members
- 'Invite Member' button visible for org admins
- Invitation sent successfully
- Invitation email received with registration link
- After joining, member appears in list
- Admins can edit roles or remove members (BL-B2B-005)",FR-B2B-002,Manual
FRR-052,B2B - Quote Request Flow,Full Regression > B2B > Quotes,Functional,High,10m,"B2B user with 'Quotes' feature enabled in store settings","1. Add products to cart
2. Click 'Request Quote' button
3. Add message/notes and submit quote request
4. Verify quote appears in account > Quote Requests
5. In Admin: review and approve quote with adjusted price
6. Return to storefront: open approved quote
7. Click 'Convert to Order'
8. Complete checkout at quoted price","- 'Request Quote' button visible (feature enabled in store)
- Quote submitted with cart items and message
- Quote appears in account Quote Requests with status 'New'
- Admin can approve with price adjustments
- Approved quote shows in storefront with seller price
- Convert to Order creates checkout at quoted prices
- Expired quotes cannot be converted (BL-B2B-003)",BL-B2B-003,Manual
FRR-053,B2B - Member Role Feature Visibility,Full Regression > B2B > Roles,Functional,High,6m,"Org Admin and Org Buyer accounts available","1. Sign in as Org Admin
2. Verify: Members, Quotes, Orders, Approval menu items visible
3. Sign out; sign in as Org Buyer
4. Verify: Orders and Lists visible; 'Members' NOT visible
5. Sign out; sign in as view-only member (no purchasing role)
6. Verify: no cart/checkout access","- Org Admin sees all B2B features
- Buyer sees Orders and Lists but not member management
- View-only member cannot add to cart or checkout (BL-B2B-005)",BL-B2B-005,Manual
FRR-054,Tiered/Volume Pricing - Tier Activates at Threshold,Full Regression > Pricing > Tiers,Functional,Critical,6m,"Product configured with tier pricing: 1-9 units = $10, 10+ units = $8","1. Navigate to product with tier pricing
2. Add 9 units to cart
3. Verify price = $10/unit (line total = $90)
4. Add 1 more unit (qty=10)
5. Verify price drops to $8/unit for ALL 10 units
6. Verify line total = $80 (not $90+$8)","- Price changes at exact threshold quantity
- All units in the line use the same tier price (no split pricing)
- Line total = qty x tier price
- 'From $X' on listing matches lowest tier (BL-PRICE-004)",BL-PRICE-004,Manual
FRR-055,Order Placement Side Effects - Inventory and Email,Full Regression > Orders > Side Effects,Functional,Critical,10m,"Product with known stock count. Order about to be placed.","1. Note current stock count for product in Admin
2. Place order for 2 units
3. Verify confirmation page shows order number
4. In Admin: check product inventory (should decrease by 2)
5. Check email inbox for confirmation email
6. Verify email content matches order (number, items, total, shipping address)","- Inventory decremented by ordered quantity immediately after order
- Exactly 1 confirmation email received (not 0, not 2)
- Email content matches Admin order detail (BL-NOTIF-001, BL-NOTIF-002)
- Order appears in customer Order History
- Cart is cleared
- All side effects complete — no partial execution (BL-CROSS-005)",BL-CROSS-005,Manual
FRR-056,Minimum Order Amount Enforcement,Full Regression > Checkout > Validation,Functional,High,6m,"Store configured with minimum order amount (e.g., $50)","1. Add items totaling $40 to cart
2. Proceed to checkout
3. Verify 'Place Order' blocked
4. Add more items to exceed $50
5. Verify checkout unblocked","- 'Place Order' disabled or blocked when below minimum
- Message shown: 'Minimum order is $50, you need $10 more'
- Minimum checked against subtotal after discounts, not grand total
- Checkout unblocks when minimum met (BL-CHK-007)",BL-CHK-007,Manual
