"ID","Title","Attachments","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"","","","","","","","","","","
Step Description:
1. Go to Admin Environment &gt; Security &gt; Users
2. Check the User_1
3. Check account type
Expected Result:
1. User_1 created
2. Account type is **Customer**","","1. User_1 created
2. Account type is **Customer**","","1. Go to Admin Environment &gt; Security &gt; Users
2. Check the User_1
3. Check account type",""
"C410418","Registration form > ORGANIZATION> general view","","","Medium","Registration  (Desktop+Mobile)","0","","Registration  (Desktop+Mobile)","","Step Description:
1. Click the link  from the header Registration
Expected Result:
1. User redirect to the registration page 
2. Registration form opens","","1. User redirect to the registration page 
2. Registration form opens","","1. Click the link  from the header Registration","Automated"
"","","","","","","","","","","
Step Description:
1. Open home page
2. On sigh in form click button Register
Expected Result:
1. User redirect to the registration page 
2. Registration form opens","","1. User redirect to the registration page 
2. Registration form opens","","1. Open home page
2. On sigh in form click button Register",""
"","","","","","","","","","","
Step Description:
1. Open the Sign-in page from the header.
2. On sigh in form click button Register
Expected Result:
1. User redirect to the registration page 
2. Registration form opens","","1. User redirect to the registration page 
2. Registration form opens","","1. Open the Sign-in page from the header.
2. On sigh in form click button Register",""
"","","","","","","","","","","
Step Description:
1. Check the register form page.
Expected Result:
1. Next elements are presented:
- Header is the same as on usual pages for Anonymous User.
- Footer is the same as on usual pages.
- Registration form



","","1. Next elements are presented:
- Header is the same as on usual pages for Anonymous User.
- Footer is the same as on usual pages.
- Registration form



","","1. Check the register form page.",""
"","","","","","","","","","","
Step Description:
1. Check the Registration form
Expected Result:
1. The title Registration
2. Switcher between  Personal and Organization (selected by default) accounts
3. Registration form contains next fields:
- First name (required) 
- Last name (required)  
- Email (required) 
- Organization Name (required)   
- Password (required) with eye icon
- Confirm password (required) with eye icon
4. Button Register 
5. Tips for creating a strong password


","","1. The title Registration
2. Switcher between  Personal and Organization (selected by default) accounts
3. Registration form contains next fields:
- First name (required) 
- Last name (required)  
- Email (required) 
- Organization Name (required)   
- Password (required) with eye icon
- Confirm password (required) with eye icon
4. Button Register 
5. Tips for creating a strong password


","","1. Check the Registration form",""
"C410419","Create account > ORGANIZATION","https://virtowayqa.testrail.io/index.php?/attachments/get/1000003474","","Medium","Registration  (Desktop+Mobile)","0","","Registration  (Desktop+Mobile)","","Step Description:
1. Open the registration form
2. Select the """"Organization"""" switch
3. Enter necessary information:
- First name ( eg Contact_1)
- Last name
- Email_1
- Organization Name (eg Organization_1)
- Password
- Confirm password (Passwords must match)
2. Click the button Sign up (enabled by default)


Expected Result:
1. The page with the text: """"Registration successfully completed""""
2. Button Home page","","1. The page with the text: ""Registration successfully completed""
2. Button Home page","","1. Open the registration form
2. Select the ""Organization"" switch
3. Enter necessary information:
- First name ( eg Contact_1)
- Last name
- Email_1
- Organization Name (eg Organization_1)
- Password
- Confirm password (Passwords must match)
2. Click the button Sign up (enabled by default)

","Automated"
"","","","","","","","","","","
Step Description:
1. Click on the button Home page 
Expected Result:
1. Home page opens.","","1. Home page opens.","","1. Click on the button Home page ",""
"","","","","","","","","","","
Step Description:
1.  Check the mail_1
Expected Result:
1. Arrived mail with text """"To complete your create account process please click this link: &lt;link&gt;"""" ","","1. Arrived mail with text ""To complete your create account process please click this link: &lt;link&gt;"" ","","1.  Check the mail_1",""
"","","","","","","","","","","
Step Description:
1. Click on link from mail_1
Expected Result:
1. Verification page opens

 ![](index.php?/attachments/get/c3556514-1494-46b7-bd58-08c21f3dff17) 

","","1. Verification page opens

 ![](index.php?/attachments/get/c3556514-1494-46b7-bd58-08c21f3dff17) 

","","1. Click on link from mail_1",""
"","","","","","","","","","","
Step Description:
1. Try to log in by using email
Expected Result:
1.  User logged in store","","1.  User logged in store","","1. Try to log in by using email",""
"","","","","","","","","","","
Step Description:
1. Go to Admin Environment &gt; Contacts
2. Check the Contact_1
Expected Result:
1. Organization_1 created
2. Contact_1 belonging Organization_1 created","","1. Organization_1 created
2. Contact_1 belonging Organization_1 created","","1. Go to Admin Environment &gt; Contacts
2. Check the Contact_1",""
"","","","","","","","","","","
Step Description:
1. Go to Admin Environment &gt; Security &gt; Users
2. Check the User_1
3. Check account type
Expected Result:
1. User_1 created
2. Account type is **Customer**","","1. User_1 created
2. Account type is **Customer**","","1. Go to Admin Environment &gt; Security &gt; Users
2. Check the User_1
3. Check account type",""
"C410420","Registration form > Password visibility","","","Medium","Registration  (Desktop+Mobile)","0","","Registration  (Desktop+Mobile)","","Step Description:
1. Open Personal registration form
2. Fill __Password__ + __Confirm password__ fields
3. Pay attention on the filling passwords symbols and Eye icons states
Expected Result:
1. Password symbols invisible
2. Eye icons is not crossed out ","","1. Password symbols invisible
2. Eye icons is not crossed out ","","1. Open Personal registration form
2. Fill __Password__ + __Confirm password__ fields
3. Pay attention on the filling passwords symbols and Eye icons states","Other"
"","","","","","","","","","","
Step Description:
1. Click on the each Eye icon
2. Pay attention to the Password symbols and Eye icon state   
Expected Result:
1. Password symbols are visible
2. Eye icons is crossed out ","","1. Password symbols are visible
2. Eye icons is crossed out ","","1. Click on the each Eye icon
2. Pay attention to the Password symbols and Eye icon state   ",""
"","","","","","","","","","","
Step Description:
1. Click on the each Eye icon one more time
2. Pay attention to the Password symbols and Eye icon state   
Expected Result:
1. Password symbols invisible
2. Eye icons is not crossed out ","","1. Password symbols invisible
2. Eye icons is not crossed out ","","1. Click on the each Eye icon one more time
2. Pay attention to the Password symbols and Eye icon state   ",""
"","","","","","","","","","","
Step Description:
1. Insert hide symbols in the password field by CTRL + A or other way
2. Copy that by CTRL + C or other way
3. Paste it in the any field
Expected Result:
1. Invisible password symbols not copied","","1. Invisible password symbols not copied","","1. Insert hide symbols in the password field by CTRL + A or other way
2. Copy that by CTRL + C or other way
3. Paste it in the any field",""
"","","","","","","","","","","
Step Description:
1. Make password symbols visible (Click on the Eye icon)
2. Insert this symbols by CTRL + A or other way
3. Paste it in the any field
Expected Result:
1. Visible password symbols copied successful","","1. Visible password symbols copied successful","","1. Make password symbols visible (Click on the Eye icon)
2. Insert this symbols by CTRL + A or other way
3. Paste it in the any field",""
"","","","","","","","","","","
Step Description:
1. Open Organization registration form 
2. Repeat steps 1-5 
Expected Result:
1. Expected results similar","","1. Expected results similar","","1. Open Organization registration form 
2. Repeat steps 1-5 ",""
"C410401","Validation > PERSONAL > required fields","","","Medium","Validation","1","","Registration  (Desktop+Mobile) > Validation","","Step Description:
1. Enter the necessary information, except __First name__
2. Click away from the First name field.


Expected Result:
1. Shows error message about required field First name.    ","","1. Shows error message about required field First name.    ","","1. Enter the necessary information, except __First name__
2. Click away from the First name field.

","Automated"
"","","","","","","","","","","
Step Description:
1. Enter necessary information, except __Last name__
2. Click away from the Last name field.
 
Expected Result:
1. Error message shows about required field Last name.      ","","1. Error message shows about required field Last name.      ","","1. Enter necessary information, except __Last name__
2. Click away from the Last name field.
 ",""
"","","","","","","","","","","
Step Description:
1. Enter necessary information, except __Email__
2. Click away from the Email field.
 
Expected Result:
1. Error message shows about required field Email.        ","","1. Error message shows about required field Email.        ","","1. Enter necessary information, except __Email__
2. Click away from the Email field.
 ",""
"","","","","","","","","","","
Step Description:
1. Enter the necessary information, except __Password__
2. Click away from the Password field.
Expected Result:
1. Error message shows about required field Password.   ","","1. Error message shows about required field Password.   ","","1. Enter the necessary information, except __Password__
2. Click away from the Password field.",""
"C410402","Validation > PERSONAL > max chars","","","Medium","Validation","1","","Registration  (Desktop+Mobile) > Validation","","Step Description:
1. Fill in the field __First name__ with more than 64 chars



Expected Result:
1. Error message shows that field can't be more than 64 chars","","1. Error message shows that field can't be more than 64 chars","","1. Fill in the field __First name__ with more than 64 chars


","Functional"
"","","","","","","","","","","
Step Description:
1. Fill in the field  __Last name__ with more than 64 chars

Expected Result:
1. Error message shows that field can't be more than 64 chars  ","","1. Error message shows that field can't be more than 64 chars  ","","1. Fill in the field  __Last name__ with more than 64 chars
",""
"","","","","","","","","","","
Step Description:
1. Fill in the field  __Email__ with more than 64 chars

Expected Result:
1. Error message shows that field can't be more than 64 chars     ","","1. Error message shows that field can't be more than 64 chars     ","","1. Fill in the field  __Email__ with more than 64 chars
",""
"C410403","Validation > ORGANIZATION > required fields","","","Medium","Validation","1","","Registration  (Desktop+Mobile) > Validation","","Step Description:
1. Enter the necessary information, except __First name__
2. Click away from the __First name__ field.


Expected Result:
1. Error message shows about required First name  field.    ","","1. Error message shows about required First name  field.    ","","1. Enter the necessary information, except __First name__
2. Click away from the __First name__ field.

","Automated"
"","","","","","","","","","","
Step Description:
1. Enter necessary information, except __Last name__
2. Click away from the Last name field.
 
Expected Result:
1. Error message shows about required Last name  field.      ","","1. Error message shows about required Last name  field.      ","","1. Enter necessary information, except __Last name__
2. Click away from the Last name field.
 ",""
"","","","","","","","","","","
Step Description:
1. Enter necessary information, except __Email__
2. Click away from the Email field.
 
Expected Result:
1. Error message shows about required field Email.        ","","1. Error message shows about required field Email.        ","","1. Enter necessary information, except __Email__
2. Click away from the Email field.
 ",""
"","","","","","","","","","","
Step Description:
1. Enter the necessary information, except __Organization name__
2. Click away from the Organization name field.
Expected Result:
1. Error message shows about required Organization name field ","","1. Error message shows about required Organization name field ","","1. Enter the necessary information, except __Organization name__
2. Click away from the Organization name field.",""
"","","","","","","","","","","
Step Description:
1. Enter the necessary information, except __Password__
2. Click away from the Password field.
Expected Result:
1. Error message shows about required Password  field.   ","","1. Error message shows about required Password  field.   ","","1. Enter the necessary information, except __Password__
2. Click away from the Password field.",""
"C410404","Validation > ORGANIZATION > max chars","","","Medium","Validation","1","","Registration  (Desktop+Mobile) > Validation","","Step Description:
1. Fill in the field  __First name__ with more than 64 chars



Expected Result:
1. Error message shows that field can't be more than 64 chars","","1. Error message shows that field can't be more than 64 chars","","1. Fill in the field  __First name__ with more than 64 chars


","Functional"
"","","","","","","","","","","
Step Description:
1. Fill in the field  __Last name__ with more than 64 chars

Expected Result:
1. Error message shows that field can't be more than 64 chars  ","","1. Error message shows that field can't be more than 64 chars  ","","1. Fill in the field  __Last name__ with more than 64 chars
",""
"","","","","","","","","","","
Step Description:
1. Fill in the field  __ Email__ with more than 64 chars

Expected Result:
1. Error message shows that field can't be more than 64 chars     ","","1. Error message shows that field can't be more than 64 chars     ","","1. Fill in the field  __ Email__ with more than 64 chars
",""
"","","","","","","","","","","
Step Description:
Fill in the field  __Organization name__ with more than 64 chars
Expected Result:
1. Error message shows that field can't be more than 64 chars","","1. Error message shows that field can't be more than 64 chars","","Fill in the field  __Organization name__ with more than 64 chars",""
"C410405","Validation > unique email and username","","","Medium","Validation","1","","Registration  (Desktop+Mobile) > Validation","","Step Description:
1. Enter necessary Personal information:
- Email address: exists in the system


Expected Result:
1. Shows error message about not unique email. Appears after filling the field.

","","1. Shows error message about not unique email. Appears after filling the field.

","","1. Enter necessary Personal information:
- Email address: exists in the system

","Automated"
"C410406","Validation > email","","","Medium","Validation","1","","Registration  (Desktop+Mobile) > Validation","","Step Description:
1. Enter necessary information:

-- First name
-- Last name
-- Email address: enter wrong data (for example without """"@"""")
-- Username
-- Password 
2. Click button Next step  
 
Expected Result:
1. Error message shows about incorrect email.","","1. Error message shows about incorrect email.","","1. Enter necessary information:

-- First name
-- Last name
-- Email address: enter wrong data (for example without ""@"")
-- Username
-- Password 
2. Click button Next step  
 ","Automated"
"C410407","Validation > password  match","","","Medium","Validation","1","","Registration  (Desktop+Mobile) > Validation","","Step Description:
1. Enter necessary information:

- First name
- Last name
- Email address 
- Username
- Password: fill in 2 different passwords
2. Click button Next step  
 
Expected Result:
1. Error message shows about passwords not match each other.","","1. Error message shows about passwords not match each other.","","1. Enter necessary information:

- First name
- Last name
- Email address 
- Username
- Password: fill in 2 different passwords
2. Click button Next step  
 ","Automated"
"C410408","Validation > password policy","","","Medium","Validation","1","","Registration  (Desktop+Mobile) > Validation","","Step Description:
1. Enter necessary Personal information:
- First name
- Last name
- Email address 
- Username
- Password (for example, Qwert1!) 

2. Click button Next step  
 
Expected Result:
1. Error message shows about Password must be at least 8 characters.","","1. Error message shows about Password must be at least 8 characters.","","1. Enter necessary Personal information:
- First name
- Last name
- Email address 
- Username
- Password (for example, Qwert1!) 

2. Click button Next step  
 ","Automated"
"","","","","","","","","","","
Step Description:
1. Enter necessary Personal information:

- First name
- Last name
- Email address
- Username
- Password (for example, qwerty1!)
2. Click button Next step
Expected Result:
1. Error message shows about Passwords must have at least one uppercase ('A'-'Z')","","1. Error message shows about Passwords must have at least one uppercase ('A'-'Z')","","1. Enter necessary Personal information:

- First name
- Last name
- Email address
- Username
- Password (for example, qwerty1!)
2. Click button Next step",""
"","","","","","","","","","","
Step Description:
1. Enter necessary Personal information:

- First name
- Last name
- Email address
- Username
- Password (for example, QWERTY1!)
2. Click button Next step
Expected Result:
1. Error message shows about Passwords must have at least one lowercase ('a'-'z')","","1. Error message shows about Passwords must have at least one lowercase ('a'-'z')","","1. Enter necessary Personal information:

- First name
- Last name
- Email address
- Username
- Password (for example, QWERTY1!)
2. Click button Next step",""
"","","","","","","","","","","
Step Description:
1. Enter necessary Personal information:

- First name
- Last name
- Email address
- Username
- Password (for example, Qwertyu!)
2. Click button Next step
Expected Result:
1. Error message shows about Passwords must have at least one digit ('0'-'9')","","1. Error message shows about Passwords must have at least one digit ('0'-'9')","","1. Enter necessary Personal information:

- First name
- Last name
- Email address
- Username
- Password (for example, Qwertyu!)
2. Click button Next step",""
"","","","","","","","","","","
Step Description:
1. Enter necessary Personal information:

- First name
- Last name
- Email address
- Username
- Password (for example, Qwerty12)
2. Click button Next step
Expected Result:
1. Error message shows about Passwords must have at least one non-alphanumeric character","","1. Error message shows about Passwords must have at least one non-alphanumeric character","","1. Enter necessary Personal information:

- First name
- Last name
- Email address
- Username
- Password (for example, Qwerty12)
2. Click button Next step",""
"","","","","","","","","","","
Step Description:
1. Enter necessary Personal information:

- First name
- Last name
- Email address
- Username
- Password (for example, 11111!!!)
2. Click button Next step
Expected Result:
1. Error message shows about:
- Passwords must have at least one lowercase ('a'-'z') 
- Passwords must have at least one uppercase ('A'-'Z') 
- Passwords must have at least 3 unique characters ","","1. Error message shows about:
- Passwords must have at least one lowercase ('a'-'z') 
- Passwords must have at least one uppercase ('A'-'Z') 
- Passwords must have at least 3 unique characters ","","1. Enter necessary Personal information:

- First name
- Last name
- Email address
- Username
- Password (for example, 11111!!!)
2. Click button Next step",""
"","","","","","","","","","","
Step Description:
1. Enter necessary Personal information:

- First name
- Last name
- Email address
- Username
- Password (for example, 1)
2. Click button Next step
Expected Result:
1. Error message shows about:
- Password must be at least 8 characters 
- Passwords must have at least one non-alphanumeric character 
- Passwords must have at least one lowercase ('a'-'z')
- Passwords must have at least one uppercase ('A'-'Z')
- Passwords must have at least 3 unique characters","","1. Error message shows about:
- Password must be at least 8 characters 
- Passwords must have at least one non-alphanumeric character 
- Passwords must have at least one lowercase ('a'-'z')
- Passwords must have at least one uppercase ('A'-'Z')
- Passwords must have at least 3 unique characters","","1. Enter necessary Personal information:

- First name
- Last name
- Email address
- Username
- Password (for example, 1)
2. Click button Next step",""
"C410409","Validation > error messages > localization","","","Medium","Validation","1","","Registration  (Desktop+Mobile) > Validation","","Step Description:
1. Choose localization EN or DE
2. Open registration form
3. Fill in the First name 
4. Clean First name 
5. Click away from the First name field
6. Pay attention on the error message
Expected Result:
1. Error message is notified user in the language which was selected

","","1. Error message is notified user in the language which was selected

","","1. Choose localization EN or DE
2. Open registration form
3. Fill in the First name 
4. Clean First name 
5. Click away from the First name field
6. Pay attention on the error message","Functional"
"","","","","","","","","","","
Step Description:
1. Fill the Username field (Username exist in the system)
2. Pay attention on the error message

Expected Result:
1. Error message is notified user in the language which was selected","","1. Error message is notified user in the language which was selected","","1. Fill the Username field (Username exist in the system)
2. Pay attention on the error message
",""
"","","","","","","","","","","
Step Description:
1. Enter First name with more than 64 chars
2. Fill in the other necessary information
3. Pay attention on the error message

Expected Result:
1. Error message is notified user in the language which was selected","","1. Error message is notified user in the language which was selected","","1. Enter First name with more than 64 chars
2. Fill in the other necessary information
3. Pay attention on the error message
",""
"C410410","Registration without Email Verification","https://virtowayqa.testrail.io/index.php?/attachments/get/1000002471","","Medium","Email verification","1","","Registration  (Desktop+Mobile) > Email verification","","Step Description:
Go to the Sign-up page
Fill in all required fields
Click on the Sign-up button


Expected Result:
The /successful-registration page opened
The title: Registration completed

Text: Thank you for showing your interest in registering with us. We kindly ask you to check your mailbox to verify the email address you’ve entered.



The home page button is displayed


  
","","The /successful-registration page opened
The title: Registration completed

Text: Thank you for showing your interest in registering with us. We kindly ask you to check your mailbox to verify the email address you’ve entered.



The home page button is displayed


  
","","Go to the Sign-up page
Fill in all required fields
Click on the Sign-up button

","Other"
"","","","","","","","","","","
Step Description:
Click on the Home page
Expected Result:
The home page is opened","","The home page is opened","","Click on the Home page",""
"","","","","","","","","","","
Step Description:
Go to sign in page
Enter your Email and password
Sign in
Expected Result:
User successfully registered","","User successfully registered","","Go to sign in page
Enter your Email and password
Sign in",""
"","","","","","","","","","","
Step Description:
Check the email confirmation in the email
Expected Result:
There is no letter for confirmation","","There is no letter for confirmation","","Check the email confirmation in the email",""
"","","","","","","","","","","
Step Description:
Check Registered letter
Expected Result:
The letter with the subject Registered is received","","The letter with the subject Registered is received","","Check Registered letter",""
"C410411","Registration with Optional Email Verification","","","Medium","Email verification","1","","Registration  (Desktop+Mobile) > Email verification","","Step Description:
Go to the Sign-up page
Fill in all required fields
Click on the Sign-up button
Expected Result:
The /successful-registration page opened
The title: Registration completed

The home page button is displayed","","The /successful-registration page opened
The title: Registration completed

The home page button is displayed","","Go to the Sign-up page
Fill in all required fields
Click on the Sign-up button","Other"
"","","","","","","","","","","
Step Description:
Click on the Home page
Expected Result:
The home page is opened","","The home page is opened","","Click on the Home page",""
"","","","","","","","","","","
Step Description:
Go to sign in page
Enter your Email and password
Sign in
Expected Result:
User successfully registered","","User successfully registered","","Go to sign in page
Enter your Email and password
Sign in",""
"","","","","","","","","","","
Step Description:
Check Registered letter
Expected Result:
The letter with the subject Registered is received","","The letter with the subject Registered is received","","Check Registered letter",""
"","","","","","","","","","","
Step Description:
Check the email confirmation in the email
Expected Result:
The letter for the email confirmation is received","","The letter for the email confirmation is received","","Check the email confirmation in the email",""
"","","","","","","","","","","
Step Description:
Click on the link
Expected Result:
The successful email confirmation page is opened with sign in button","","The successful email confirmation page is opened with sign in button","","Click on the link",""
"C410412","Registration with Mandatory Email Verification","https://virtowayqa.testrail.io/index.php?/attachments/get/1000002219","","Medium","Email verification","1","","Registration  (Desktop+Mobile) > Email verification","","Step Description:
Go to the Sign-up page
Fill in all required fields
Click on the Sign-up button
Expected Result:
The /successful-registration page opened
The title: Registration completed

The home page button is displayed","","The /successful-registration page opened
The title: Registration completed

The home page button is displayed","","Go to the Sign-up page
Fill in all required fields
Click on the Sign-up button","Automated"
"","","","","","","","","","","
Step Description:
Click on the Home page
Expected Result:
The home page is opened","","The home page is opened","","Click on the Home page",""
"","","","","","","","","","","
Step Description:
Go to sign in page
Enter your Email and password
Sign in
Expected Result:
The user cannot enter the site until he confirms the mail

The error message:

Email verification required. Please verify your email address



","","The user cannot enter the site until he confirms the mail

The error message:

Email verification required. Please verify your email address



","","Go to sign in page
Enter your Email and password
Sign in",""
"","","","","","","","","","","
Step Description:
Check the email confirmation in the email
Expected Result:
The letter for the email confirmation is received","","The letter for the email confirmation is received","","Check the email confirmation in the email",""
"","","","","","","","","","","
Step Description:
Click on the link
Expected Result:
The successful email confirmation page is opened with sign in button","","The successful email confirmation page is opened with sign in button","","Click on the link",""
"","","","","","","","","","","
Step Description:
Go to sign in page
Enter your Email and password
Sign in
Expected Result:
User successfully registered","","User successfully registered","","Go to sign in page
Enter your Email and password
Sign in",""
"","","","","","","","","","","
Step Description:
Check Registered letter
Expected Result:
The letter with the subject Registered is received","","The letter with the subject Registered is received","","Check Registered letter",""
"","","","","","","","","","","
Step Description:
Go to the admin site
Security &gt; Find User1
Check the flag


Expected Result:
The email is verified


 ![](index.php?/attachments/get/7cd2dac8-e95a-4c22-b716-018d0e9c7760) 
","","The email is verified


 ![](index.php?/attachments/get/7cd2dac8-e95a-4c22-b716-018d0e9c7760) 
","","Go to the admin site
Security &gt; Find User1
Check the flag

",""
"C410413","User is anonymous > Token is invalid or expired > Resend link","","","Medium","Email verification","1","","Registration  (Desktop+Mobile) > Email verification","","Step Description:
Open Email_1 with an invalid token

Expected Result:
The user sees the page """"Email confirmation"""" and the button **Resend link**

 In order to continue, you still need to finalize verification process. Please use the button below to request a new link 




  








","","The user sees the page ""Email confirmation"" and the button **Resend link**

 In order to continue, you still need to finalize verification process. Please use the button below to request a new link 




  








","","Open Email_1 with an invalid token
","Other"
"","","","","","","","","","","
Step Description:
The user clicks on the “Resend link“ button




Expected Result:
The user stays on the same page but with differences:

Text: We sent you the confirmation link to your inbox.

Button Homepage","","The user stays on the same page but with differences:

Text: We sent you the confirmation link to your inbox.

Button Homepage","","The user clicks on the “Resend link“ button



",""
"","","","","","","","","","","
Step Description:
Click on Home page 
Expected Result:
The Home page is opened","","The Home page is opened","","Click on Home page ",""
"","","","","","","","","","","
Step Description:
Check the Email


Expected Result:
The Email Confirmation with a valid/fresh link is displayed in the inbox","","The Email Confirmation with a valid/fresh link is displayed in the inbox","","Check the Email

",""
"","","","","","","","","","","
Step Description:
Click the link
Expected Result:
The successful email confirmation page is opened with sign in button

 ![](index.php?/attachments/get/adbf5244-7060-4089-8699-51e84eb2d4ac) 

","","The successful email confirmation page is opened with sign in button

 ![](index.php?/attachments/get/adbf5244-7060-4089-8699-51e84eb2d4ac) 

","","Click the link",""
"C410414","User is registered > Token is invalid or expired > Resend link","https://virtowayqa.testrail.io/index.php?/attachments/get/1000002151","","Medium","Email verification","1","","Registration  (Desktop+Mobile) > Email verification","","Step Description:
Sign in as a new user
Expected Result:
The user on the /account/dashboard page","","The user on the /account/dashboard page","","Sign in as a new user","Other"
"","","","","","","","","","","
Step Description:
Go to Email_1 &gt; Email confirmation
Click on the link with the invalid token



Expected Result:
The user sees the page """"Email confirmation"""" and the button **Resend link**

 In order to continue you still need to finalize verification process. Please use the button below to request a new link. 

  





","","The user sees the page ""Email confirmation"" and the button **Resend link**

 In order to continue you still need to finalize verification process. Please use the button below to request a new link. 

  





","","Go to Email_1 &gt; Email confirmation
Click on the link with the invalid token


",""
"","","","","","","","","","","
Step Description:
The user clicks on the “Resend link“ button




Expected Result:
The user stays on the same page but with differences:

Text: “We sent you a email confirmation link to your email.“

Button “Homepage“","","The user stays on the same page but with differences:

Text: “We sent you a email confirmation link to your email.“

Button “Homepage“","","The user clicks on the “Resend link“ button



",""
"","","","","","","","","","","
Step Description:
Go to Email_1 &gt; Find a new letter """"Email confirmation""""
Click on the link with the valid/fresh token
Expected Result:
The successful Email Confirmation page is opened and the button Sign in is displayed


 ![](index.php?/attachments/get/77d3ed1d-2910-441a-8399-57d9a0415053) 


","","The successful Email Confirmation page is opened and the button Sign in is displayed


 ![](index.php?/attachments/get/77d3ed1d-2910-441a-8399-57d9a0415053) 


","","Go to Email_1 &gt; Find a new letter ""Email confirmation""
Click on the link with the valid/fresh token",""
"","","","","","","","","","","
Step Description:
Click on the Sign in
Expected Result:
The user on the /account/dashboard page","","The user on the /account/dashboard page","","Click on the Sign in",""
"C410415","Resend link from back office","https://virtowayqa.testrail.io/index.php?/attachments/get/1000004438","","Medium","Email verification","1","","Registration  (Desktop+Mobile) > Email verification","","Step Description:
Go to the admin site
Security &gt; Find User1
Click on Resend the link
Expected Result:
The link was sent


 ![](index.php?/attachments/get/f897cdd1-a8e6-4e7a-a465-2f71dfb9f884) 
","","The link was sent


 ![](index.php?/attachments/get/f897cdd1-a8e6-4e7a-a465-2f71dfb9f884) 
","","Go to the admin site
Security &gt; Find User1
Click on Resend the link","Other"
"","","","","","","","","","","
Step Description:
Check the email confirmation in the mail
Expected Result:
The letter for the email confirmation is received","","The letter for the email confirmation is received","","Check the email confirmation in the mail",""
"","","","","","","","","","","
Step Description:
Click on the link
Expected Result:
The successful email confirmation page is opened with sign in button","","The successful email confirmation page is opened with sign in button","","Click on the link",""
"","","","","","","","","","","
Step Description:
Go to sign in page
Enter your Email and password
Sign in
Expected Result:
User successfully registered","","User successfully registered","","Go to sign in page
Enter your Email and password
Sign in",""
