ID,Title,Section,Type,Priority,Estimate,Preconditions,Steps,Expected Result,References,Automation Status
SRCH-011,Cancel index build,Index Management,Functional,Medium,3m,Index build in progress,"1. Start index build
2. Click Cancel","Index build cancelled; partial state handled gracefully",C329028,Not Automated
SRCH-012,Backup indices - select all,Index Management,Functional,Medium,3m,Multiple indices exist,"1. Navigate to Search Index
2. Select All indices
3. Click Backup","All selected indices backed up successfully",C329230,Not Automated
SRCH-013,Backup indices - select one,Index Management,Functional,Medium,2m,Multiple indices exist,"1. Select single index
2. Click Backup","Selected index backed up successfully",C329231,Not Automated
SRCH-014,Refresh search index blade after build,Index Management,Functional,Medium,2m,Index build completed,"1. Build index
2. Click Refresh","Index blade refreshed showing updated status and counts",C338456,Not Automated
SRCH-015,Create product then refresh index,Index Management,Functional,High,3m,Products module available,"1. Create new product
2. Navigate to Search Index
3. Refresh","New product reflected in index after rebuild/refresh",C338458,Not Automated
SRCH-016,Delete product then rebuild index,Index Management,Functional,High,3m,Product exists and is indexed,"1. Delete a product
2. Rebuild index
3. Search for deleted product","Deleted product no longer appears in search results",C338460,Not Automated
SRCH-017,Cancel indexation task in progress,Index Management,Functional,Medium,3m,Index build in progress,"1. Start full indexation
2. Click Cancel task","Indexation cancelled; system stable",C338459,Not Automated
SRCH-018,Swap indexes then build and refresh,Index Management,Functional,Medium,5m,Blue-green indices available,"1. Swap indexes
2. Build index
3. Refresh blade","Index swap and rebuild completes correctly; blade shows updated state",C338467,Not Automated
SRCH-019,Full indexation (Elastic Search module),Elastic Search Module,Functional,Critical,5m,Elastic Search module installed,"1. Navigate to Search > Elastic Search
2. Run full indexation
3. Verify completion","Full indexation completed; all entities indexed",C217134,Not Automated
SRCH-020,Index concrete entity,Elastic Search Module,Functional,High,3m,Elastic Search module installed; specific entity exists,"1. Select specific entity type (e.g. Product)
2. Run indexation for that entity","Only selected entity type indexed",C217147,Not Automated
SRCH-021,Index update on entity changes,Elastic Search Module,Functional,High,3m,Entities indexed; changes pending,"1. Modify an entity (e.g. update product)
2. Run incremental index update","Changed entities re-indexed correctly",C217148,Not Automated
SRCH-022,Build index in Elastic Search module,Elastic Search Module,Functional,High,3m,Elastic Search configured,"1. Navigate to Elastic Search
2. Click Build","Index built successfully",C217785,Not Automated
SRCH-023,Delete and rebuild index,Elastic Search Module,Functional,High,3m,Index exists,"1. Click Delete + Build
2. Wait for completion","Old index deleted; new index built from scratch",C217786,Not Automated
SRCH-024,Cancel Elastic Search build,Elastic Search Module,Functional,Medium,2m,Build in progress,"1. Start build
2. Click Cancel","Build cancelled gracefully",C217787,Not Automated
SRCH-025,Index product and search,Elastic Search Module,Functional,High,3m,Products exist,"1. Index products
2. Search for a specific product by name","Product found in search results after indexation",C217788 C217793,Not Automated
SRCH-026,Filtered search for products,Elastic Search Module,Functional,High,3m,Products indexed with various attributes,"1. Index products
2. Perform filtered search (e.g. by category or attribute)","Products matching filter criteria returned",C217794,Not Automated
SRCH-027,Index and search contacts,Elastic Search Module,Functional,Medium,3m,Contacts exist in system,"1. Index contacts
2. Search for a specific contact","Contact found in search results",C217795 C217796,Not Automated
SRCH-028,Apply single TermFilter,Search Filters API,Functional,High,3m,Products indexed; API accessible,"1. Execute search with single TermFilter parameter
2. Verify results","Results filtered by single term correctly",C406817,Not Automated
SRCH-029,Apply multiple TermFilters (AND logic),Search Filters API,Functional,High,3m,Products indexed with multiple attributes,"1. Execute search with multiple TermFilter parameters
2. Verify AND logic applied","Only products matching ALL term filters returned",C406818,Not Automated
SRCH-030,Apply OrFilter,Search Filters API,Functional,Medium,3m,Products indexed,"1. Execute search with OrFilter
2. Verify results","Products matching ANY of the OR conditions returned",C406819,Not Automated
SRCH-031,Apply AndFilter with nested OrFilter,Search Filters API,Functional,Medium,3m,Products indexed,"1. Execute search with AndFilter containing nested OrFilter
2. Verify results","Complex filter logic applied correctly",C406820,Not Automated
SRCH-032,Apply NotFilter,Search Filters API,Functional,Medium,3m,Products indexed,"1. Execute search with NotFilter
2. Verify results","Products NOT matching the filter criteria returned",C406821,Not Automated
SRCH-033,Apply RangeFilter (greater than),Search Filters API,Functional,Medium,3m,Products with numeric properties indexed,"1. Execute search with RangeFilter (greater than value)
2. Verify results","Only products with property value greater than threshold returned",C406822,Not Automated
SRCH-034,Apply RangeFilter (between),Search Filters API,Functional,Medium,3m,Products with numeric properties indexed,"1. Execute search with RangeFilter (lower and upper bounds)
2. Verify results","Only products with property value within range returned",C406823,Not Automated
SRCH-035,Filter on nested property,Search Filters API,Functional,Medium,3m,Products with nested properties indexed,"1. Execute search filtering on nested property path
2. Verify results","Filter applied correctly on nested property",C406824,Not Automated
SRCH-036,Settings - token filter and gram configuration,Settings,Functional,Medium,3m,Admin logged in,"1. Navigate to Settings > Search
2. Configure Token Filter
3. Set Min Gram and Max Gram values
4. Save","Search settings saved; tokenization uses configured gram values",C242224 C242225 C242226,Not Automated
SRCH-037,Settings - maximum fields in index,Settings,Functional,Medium,2m,Admin logged in,"1. Navigate to Settings > Search
2. Set maximum number of fields in an index
3. Save","Setting saved; index respects field limit",C242231,Not Automated
SRCH-038,Settings - schedule indexing jobs,Settings,Functional,Medium,3m,Admin logged in,"1. Navigate to Settings > Search
2. Enable Schedule Indexing Jobs
3. Set cron expression
4. Save","Indexing job scheduled with configured cron expression",C242232 C242234,Not Automated
SRCH-039,Settings - enable scale-out indexing,Settings,Functional,Medium,3m,Admin logged in; multi-instance capable,"1. Enable scale-out indexing
2. Set maximum queued indexing jobs
3. Save","Scale-out indexing enabled with configured job limit",C242235 C242236,Not Automated
SRCH-040,Scalable indexation verification,Scalable Indexation,Performance,Low,10m,Multi-instance configuration; large dataset,"1. Configure scalable indexation partitions
2. Run indexation with x2 scaling
3. Verify product schema and partitioning","Scalable indexation completes correctly; products searchable across partitions",C356720 C356721 C356722,Not Automated
SRCH-041,Blue-Green Index Backup Before Rebuild,Index Management,Functional,Medium,4m,Blue-green indexing enabled; active index contains indexed data; admin logged into ${BACK_URL},"1. Navigate to ${BACK_URL} > Search > Index Management
2. Identify the currently active index and note its document count
3. Locate the Backup option in the index management toolbar or context menu
4. Select the active index for backup
5. Click Backup and wait for the backup operation to complete
6. Verify that the backup operation status shows success
7. Initiate a full index rebuild on the active index
8. After rebuild completes, verify the backup still exists and is accessible","- Active index is identified and its document count is recorded before backup
- Backup option is available in the index management UI
- Backup operation starts without errors
- Backup completion status is shown (success/completed)
- The backup operation does not interrupt the active index availability
- Backup remains intact after a subsequent rebuild operation
- Backup can be referenced for rollback if rebuild fails",C329230,Not Automated
SRCH-042,Blue-Green Index Swap — Active and Inactive Exchange,Index Management,Functional,High,4m,Blue-green indexing enabled; both active and inactive indices are built and contain data; admin logged into ${BACK_URL},"1. Navigate to ${BACK_URL} > Search > Index Management
2. Note the current active index name/identifier and its document count
3. Note the current inactive (standby) index name/identifier and its document count
4. Click the Swap Indexes button
5. Confirm the swap operation in the confirmation dialog if prompted
6. Wait for the swap operation to complete
7. Refresh the Index Management page
8. Verify which index is now marked as active","- Swap operation is initiated without errors
- Confirmation dialog (if shown) correctly describes the swap action
- After swap, the previously inactive index is now marked as active
- After swap, the previously active index is now marked as inactive (standby)
- Document counts on both indices remain unchanged after the swap
- Swap status is updated in the UI without requiring a full page reload
- System search queries now use the newly activated index",C329231,Not Automated
SRCH-043,Cancel Ongoing Index Rebuild,Index Management,Functional,Medium,4m,Index rebuild is in progress (triggered via Build or Rebuild action); admin logged into ${BACK_URL},"1. Navigate to ${BACK_URL} > Search > Index Management
2. Initiate a full index rebuild by clicking Build or Rebuild
3. Observe that the index status changes to 'Building' or 'In Progress'
4. While the build is actively running, locate the Cancel button
5. Click Cancel to stop the ongoing rebuild
6. Wait for the cancellation to be acknowledged by the system
7. Refresh the Index Management blade
8. Verify the final state of the index after cancellation","- Index build starts successfully and status shows 'Building' or 'In Progress'
- Cancel button is visible and clickable while the build is in progress
- Cancellation request is accepted without errors
- Index status transitions from 'Building' to 'Cancelled' or 'Idle' after cancellation
- System does not crash or enter an inconsistent state after cancellation
- Partial index data from the cancelled build does not corrupt the existing active index
- A new build can be initiated successfully after the cancellation",C329028,Not Automated
SRCH-044,Multi-Instance Index Refresh,Index Management,Functional,Medium,5m,Multi-instance Virto Commerce deployment configured; search index exists; admin logged into ${BACK_URL},"1. Navigate to ${BACK_URL} > Search > Index Management
2. Verify the current index status and note the document count
3. Add a new product or modify an existing product to create a pending index change
4. Navigate back to Search > Index Management
5. Click the Refresh button on the index blade
6. Observe the index status and document count after refresh
7. Verify that the refresh operation broadcasts to all running instances
8. Confirm that search results on the storefront reflect the refreshed index data","- Refresh button is available in the index management UI
- Refresh operation completes without errors
- Document count updates after the refresh to reflect the latest indexed data
- Index status shows 'Active' or 'Ready' after successful refresh
- Newly added or modified product is discoverable in search after the refresh
- Multi-instance coordination ensures all instances serve the refreshed index
- No stale data returned from any instance after refresh completes",C338456,Not Automated
SRCH-045,Blue-Green Multi-Instance Index Coordination,Index Management,Functional,Medium,6m,Multi-instance deployment with blue-green indexing enabled; admin logged into ${BACK_URL},"1. Navigate to ${BACK_URL} > Search > Index Management
2. Note the currently active index identifier across the instance configuration
3. Build a new index on the inactive (standby) slot
4. Wait for the inactive index build to complete successfully
5. Execute a Swap Indexes operation to promote the standby index to active
6. Verify the swap completes in the primary instance
7. Check each additional instance to confirm they all report the same active index
8. Execute a search query from the storefront and inspect which index serves the results","- All instances initially use the same active index before the swap
- Inactive index build completes without affecting active index service
- Swap operation is reflected across all instances within a reasonable timeframe (e.g., < 30 seconds)
- All instances report the same newly active index after the swap
- No instance continues to serve search results from the old (now inactive) index after the coordination period
- Search queries return consistent results across all instances after swap
- Zero downtime observed during the swap coordination",C338469,Not Automated
SRCH-046,Partial Index Rebuild — Single Document Type,Index Management,Functional,Medium,4m,Multiple document types indexed (e.g. Products, Customers, Orders); admin logged into ${BACK_URL},"1. Navigate to ${BACK_URL} > Search > Index Management
2. Identify available document type options (e.g. Product, Customer, Order, Category)
3. Select only the 'Product' document type for rebuild
4. Click Build or Rebuild for the selected document type only
5. Monitor the rebuild progress and wait for completion
6. Verify that only the Product index was rebuilt by checking index timestamps or build logs
7. Verify that other document type indices (Customer, Order) were not rebuilt
8. Run a product search to confirm products are correctly indexed after partial rebuild","- Document type selector allows choosing a single type for rebuild
- Partial rebuild starts for the selected document type only
- Rebuild completion status shows success for the Product index
- Index timestamp for Products is updated to the current time
- Index timestamps for other document types (Customer, Order) remain unchanged
- Product search returns correct results after the partial rebuild
- System stability is maintained; no errors or corruption in non-rebuilt indices",,Not Automated
SRCH-047,Aggregation Properties - Configure Range Facet for Numeric Property,Aggregation Properties,Functional,High,5m,Admin logged into ${BACK_URL}; Store exists with catalog containing products with a numeric property (e.g. Volume_ml); search index active,"1. Navigate to ${BACK_URL} > Stores > @td(STORE_PRIMARY.id) > Aggregation properties
2. Click 'Add' to create a new aggregation property
3. Select the numeric property (e.g. 'Volume_ml') from the property list
4. Set Aggregation Type to 'Range'
5. Configure range buckets (e.g. 0-100, 100-300, 300-600)
6. Save the aggregation property configuration
7. Navigate to Search > Index Management and rebuild the product index
8. Wait for index rebuild to complete
9. Navigate to the storefront category containing products with Volume_ml values
10. Verify the range filter appears in the sidebar/filter bar with configured buckets","- Aggregation property selector lists available numeric properties from the catalog
- 'Range' aggregation type is selectable for numeric/money properties
- Range buckets can be configured with from/to values
- Configuration saves without errors
- After index rebuild, the storefront displays the range facet with configured bucket labels
- Bucket product counts are non-zero for ranges containing products
- Clicking a range bucket filters products to those within the specified range
- Property names with underscores (e.g. Volume_ml) are preserved correctly in the UI and filter URL",VP-9035,Not Automated
