ID,Title,Section,Type,Priority,Estimate,Preconditions,Steps,Expected Result,References,Automation Status
TC-011,Regression - Core Product Page Features Are Unaffected,Product Page / Regression,Regression,P1,15m,"1. Product page with variations accessible (both default and table layout). 2. Signed-in B2B user.","1. Open product page with default-layout variations
2. Verify main product: name, hero images, description, SKU, price, Add to Cart all display
3. Verify breadcrumbs are correct (Home > Category > Product Name)
4. Verify each variation shows: image, name, property chips, list price, actual price, Add to Cart
5. Verify stock badges (In Stock / quantity / 0 out-of-stock) display correctly per variation
6. Navigate to product page with table layout variations
7. Verify table column headers: Item, property columns, Stock, Price, Quantity
8. Verify table rows show correct data for each variation
9. Click the Item column header to sort
10. Test pagination control if product has multiple pages of variations
11. Open DevTools Console throughout","- All product page features work as before the PR
- Breadcrumbs, images, descriptions, prices all correct
- Stock badges match actual inventory
- Table sorting re-sorts rows without navigating away
- Pagination loads next set of variations; all remain clickable links
- Zero JS errors at any point",VCST-4530,To be automated
TC-012,URL Structure Verification - SEO Slug vs ID Route Confirmed via Network Tab,Product Page / Variations - URL Correctness,Functional,P1,8m,"1. Browser DevTools available. 2. Product page with variations including both a slug variation and a no-slug variation.","1. Open browser DevTools Network tab, filter by graphql
2. Navigate to the parent product page
3. Find the products GraphQL request in Network tab and note variation slug and id values from the response
4. Hover over variation A (has slug) link in the layout
5. Click variation A link and check browser URL
6. Navigate back
7. Hover over variation B (no slug) link
8. Click variation B link and check browser URL
9. Verify neither URL triggers a 404 or redirect","- GraphQL response confirms slug and id values for each variation
- Variation A (has slug): hover shows ${FRONT_URL}/{slug}; after click URL = ${FRONT_URL}/{slug}
- Variation B (no slug): hover shows ${FRONT_URL}/product/{id}; after click URL = ${FRONT_URL}/product/{id}
- URL does not contain unexpected query parameters or fragments
- Both pages return HTTP 200 with correct variation content",VCST-4530,To be automated
TC-013,UX - Variation Link Visual Styling Is Consistent in Default Layout,Product Page / Variations - UX,UX,P2,5m,"1. Desktop viewport (1920x1080). 2. Product page with variations in default layout.","1. Navigate to product page with default-layout variations
2. Observe variation name and image in resting state (no hover)
3. Hover over the variation name
4. Hover over the variation image area
5. Hover over the Add to Cart button or stepper area
6. Take screenshots: resting state, hover-on-name state, hover-on-cart-button state
7. Compare visual styling against VcLineItem links elsewhere on the storefront (e.g., cart page, wishlist)","- In resting state: variation items look consistent with other product cards on the storefront
- On hover over name/image: cursor shows pointer; visual feedback appears (color change or underline per Coffee theme)
- On hover over Add to Cart area: cursor shows pointer for the button — this is visually distinct from the navigation link area
- Styling is consistent with the VcLineItem component's link behavior in other contexts
- No jarring color flashes or unexpected underline behavior",VCST-4530,Manual
TC-014,UX - Variation Title Link Styling Is Consistent in Table Layout,Product Page / Variations - Table Layout UX,UX,P2,5m,"1. Desktop viewport (>= 1280px). 2. Product page with table layout variations.","1. Navigate to product page with table layout on desktop
2. Observe the Item column in resting state — compare styling with catalog product title links
3. Hover over a variation name in the Item column
4. Observe the other table columns (property values, Stock, Price)
5. Observe the Quantity column (Add to Cart stepper)
6. Take screenshots of table in resting and hover states","- Item column variation names are styled as hyperlinks (consistent with VcProductTitle link behavior on catalog pages)
- On hover: cursor shows pointer; link hover effect applied (underline or color per Coffee theme)
- Other columns (properties, Stock, Price) show no pointer cursor and no link hover styling
- Quantity column (stepper and Add to Cart button) shows pointer only on interactive controls
- Overall visual style is consistent with catalog product title links",VCST-4530,Manual
TC-015,Category Page - Variation Chip/Swatch Links Are Not Affected by This PR,Category Page / Variations,Exploratory,P3,5m,"1. Category page that shows products with visible variation swatches or chips. 2. Navigate to /products-with-options or /accessories.","1. Navigate to a category listing page with products that have variation swatches (e.g., ${FRONT_URL}/products-with-options)
2. Hover over a variation chip or swatch on a product card
3. Click a variation chip or swatch
4. Document the current behavior (swatch toggle vs navigation link)
5. Verify no regressions introduced by PR #2182 on the category page","- This PR does NOT modify category page variation components
- Variation chips/swatches on category page behave the same as before this PR (document baseline: toggles card image OR navigates to variation PDP — whichever is current behavior)
- No regressions introduced on the category page
- Baseline behavior documented for follow-up work if category page links are in scope for a future story",VCST-4530,Manual
TC-016,Cross-Browser (Firefox) - Default Layout Variation Links Work Correctly,Product Page / Variations - Cross-Browser,Functional,P2,5m,"1. Firefox browser (latest 2 versions). 2. Product page with variations in default layout.","1. Open ${FRONT_URL} in Firefox
2. Navigate to the product page with default-layout variations
3. Hover over a variation item
4. Click on a variation item link
5. Verify the URL and page content
6. Check Firefox browser console (F12 Console)","- Variation link behavior in Firefox is identical to Chrome: cursor pointer on hover, correct URL after click, correct variation page loaded
- No Firefox-specific rendering issues
- No JS errors in Firefox console",VCST-4530,To be automated
TC-017,Cross-Browser (Edge) - Table Layout Variation Title Links Work Correctly,Product Page / Variations - Cross-Browser,Functional,P2,5m,"1. Microsoft Edge browser (latest version). 2. Product page with table layout variations. 3. Desktop viewport (>= 1280px).","1. Open ${FRONT_URL} in Edge
2. Navigate to product page with table layout variations at desktop viewport
3. Hover over a variation name in the Item column
4. Click on a variation name
5. Verify URL and page content
6. Check Edge DevTools console","- Table layout variation title links work in Edge identically to Chrome: pointer cursor on hover, correct URL after click, correct variation page loaded
- No Edge-specific rendering issues
- No JS errors in Edge DevTools console",VCST-4530,To be automated
TC-018,Keyboard Accessibility - Variation Links Are Keyboard-Navigable,Product Page / Variations - Accessibility,Accessibility,P2,8m,"1. Desktop viewport. 2. Product page with variations in default layout and/or table layout. 3. No mouse; keyboard-only interaction.","1. Navigate to the product page
2. Press Tab repeatedly to move focus through the page toward the variations section
3. Tab until focus reaches a variation item link (name in default layout or name cell in table layout)
4. Verify focus indicator is visible on the variation link
5. Press Enter while variation link is focused
6. Press Alt+Left Arrow (browser Back) to return to parent product page
7. Tab to a variation's Add to Cart button
8. Press Enter or Space on Add to Cart button","- Focus indicator (outline/ring) is visible on each variation link when focused
- Pressing Enter on a focused variation link navigates to the variation's product page (same as mouse click)
- Alt+Left Arrow (Back) returns to parent product page
- Add to Cart button is independently focusable via Tab and activatable via Enter or Space
- Add to Cart does NOT navigate to the variation page when activated via keyboard",VCST-4530,Manual
TC-019,Browser History - Back and Forward Navigation After Visiting Variation Page,Product Page / Variations - Navigation,Functional,P2,5m,"1. Product page with at least 2 variations. 2. Standard desktop browser.","1. Navigate to the parent product page and note the URL
2. Click on variation A link
3. Click Back button to return to parent product page
4. Click on variation B link
5. Press browser Back button
6. Press browser Forward button
7. Verify each history entry loads the correct page
8. Verify variations section on parent product is intact after navigating back","- After clicking variation A: URL changes to variation A URL; browser has 2 history entries
- Back button returns to parent product page
- After clicking variation B: URL changes to variation B URL
- Back button returns to parent product page (not variation A)
- Forward button returns to variation B page
- Each page at each history state displays correct content
- Variations section on parent product renders correctly after back navigation (no stale or broken state)",VCST-4530,To be automated
TC-020,Pagination - Variation Links Are Clickable on All Pages of Paginated Variations,Product Page / Variations - Pagination,Functional,P2,8m,"1. A product with enough variations to trigger pagination (more than the default page size, typically > 10 variations). 2. If no such product exists in QA, mark as N/A with note.","1. Navigate to the product page with paginated variations
2. Verify pagination control is visible at the bottom of the variations section
3. Verify each variation on page 1 has a clickable link (pointer cursor and valid href)
4. Click the pagination control to go to page 2
5. Verify each variation on page 2 also has a clickable link
6. Click on a variation link from page 2
7. Navigate back to the parent product","- First page of variations renders with clickable links on all items
- Pagination control navigates to page 2 successfully
- Second page of variations also has clickable links on all items
- Clicking a variation link from page 2 navigates to the correct variation page
- Back navigation returns to the parent product (pagination may reset to page 1 — note actual behavior)",VCST-4530,To be automated
TC-021,No JavaScript Errors Throughout Full Variation Link Interaction Session,Product Page / Variations - Quality,Regression,P1,10m,"1. Browser DevTools open from the start with Console tab visible. 2. Console set to All levels (not filtered). 3. Product page with variations accessible.","1. Open DevTools Console then navigate to the parent product page with default-layout variations
2. Scroll through the entire product page including the variations section
3. Hover over multiple variation links in the default layout
4. Click a variation link and navigate to the variation page
5. Navigate back to the parent product page
6. Open a product page with table layout variations
7. Hover over the Item column variation titles
8. Click a table-layout variation title and navigate to the variation page then back
9. Click Add to Cart on a variation (default layout)
10. Review the full console log","- Zero JavaScript errors at all steps
- Zero Vue warnings about invalid props (route, to) or undefined values
- No failed network requests (no 4xx or 5xx responses) triggered by link navigation
- No console errors during Add to Cart action
- No errors related to routing or vue-router during any navigation step",VCST-4530,To be automated
TC-022,Catalog List View - Switch to List Mode and Locate a Product That Has Variations,Catalog / List View - Variations,Functional,P1,5m,"1. QA environment accessible at ${FRONT_URL}. 2. A category page exists containing at least one product with hasVariations=true. 3. Guest browse (no login required).","1. Navigate to ${FRONT_URL}
2. Navigate to a product category containing products with variations (e.g., ${FRONT_URL}/products-with-options or /e2e-catalog)
3. Locate the view-mode toggle control in the toolbar (near sort and filter controls)
4. Click the List view mode button
5. Scan the product list for a product that shows a Variations (N) button (e.g., Variations (3))
6. Verify the product card in list mode shows: product image, name as a link, properties, price with From label, and the Variations (N) button
7. Open browser DevTools Console tab","- List view mode activates; products display in horizontal list layout
- At least one product card shows the Variations (N) button with a count
- Product card layout is correct in list mode (image, name, properties, price, variations button all rendered)
- No JavaScript console errors during view mode switch or list rendering",VCST-4530,To be automated
TC-023,Catalog List View - Variations Button Expands to Show Variation Line Items With Links,Catalog / List View - Variations,Functional,P1,8m,"1. Category page loaded in list view mode (follow TC-022 steps 1-4). 2. At least one product with variations is visible in list. 3. Variations have slugs configured in Admin catalog.","1. In list view, locate a product card with a Variations (N) button (e.g., Variations (3))
2. Click the Variations (N) button
3. Observe the expanded variations section
4. Verify the title above the variation list (e.g., Available variations (3))
5. Hover over a variation item name or image area in the expanded section
6. Note the href attribute of the variation link by checking the status bar or right-click Inspect
7. Verify all visible variation line items have pointer cursor and a valid href
8. Open browser DevTools Console tab","- Variations (N) button shows loading indicator briefly then expands to reveal variations section; button chevron changes to chevron-up
- Variations render as VcLineItem card/list rows — same component as PDP default layout — each showing image, name, properties, price, Add to Cart
- Section heading (Available variations (N)) is present with correct count
- Each variation item has cursor: pointer and href showing ${FRONT_URL}/{variation-slug} on hover
- No JavaScript errors during expansion or link rendering",VCST-4530,To be automated
TC-024,Catalog List View - Clicking Variation Link Navigates to the Correct Variation Product Page,Catalog / List View - Variations,Functional,P1,8m,"1. Category page loaded in list view mode. 2. A product with at least 2 variations each with distinct slugs is visible. 3. Variations section has been expanded (follow TC-023 steps 1-4).","1. In the expanded variations section, identify two distinct variation line items (e.g., variation A: Blue - Size M; variation B: Red - Size L)
2. Note the name and distinguishing properties of variation A
3. Click on variation A name or image (the linked area)
4. Observe the browser URL after navigation
5. Verify the loaded page content matches variation A
6. Press the browser Back button
7. Expand the variations section again for the same product
8. Click on variation B link
9. Verify the loaded page content matches variation B
10. Open DevTools Console at any point","- Clicking variation A navigates to ${FRONT_URL}/{variation-A-slug} — no /product/ prefix
- Loaded PDP content matches variation A specifically (name, images, SKU, properties)
- Back button returns to the category list page
- Variations section re-loads and renders with clickable links after returning
- Clicking variation B navigates to ${FRONT_URL}/{variation-B-slug} — a different URL from variation A
- Correct variation B PDP content loads
- No JavaScript errors throughout",VCST-4530,To be automated
TC-025,Catalog List View - Variation Link URL Uses Slug Route When Available Falls Back to ID Route,Catalog / List View - Variations - URL Correctness,Functional,P2,8m,"1. Category page loaded in list view mode. 2. A product is available with one variation that has a slug configured (variation A) and one variation without slug (variation B). 3. Expand the variations section for that product.","1. Open DevTools Network tab, filter by graphql
2. Click Variations (N) button for the target product in list view
3. In the Network tab, click the GraphQL request for the product variations and find the variations array in the response
4. Note: variation A has a non-empty slug; variation B has empty or absent slug
5. Hover over variation A link in the expanded section
6. Click variation A link and check browser URL
7. Navigate back to the category list and re-expand variations
8. Hover over variation B link (no slug)
9. Click variation B link and check browser URL
10. Verify neither URL results in a 404 or redirect","- GraphQL response confirms slug and id values for each variation
- Variation A (has slug): hover shows ${FRONT_URL}/{slug}; after click URL = ${FRONT_URL}/{slug} — no /product/ prefix
- Variation B (no slug): hover shows ${FRONT_URL}/product/{id}; after click URL = ${FRONT_URL}/product/{id}
- Both pages return HTTP 200 with correct variation content
- URL routing behavior is consistent with PDP context for the same variations",VCST-4530,Manual
TC-026,Catalog List View - Browser Back Button Returns to Category List After Visiting Variation Page,Catalog / List View - Variations - Navigation,Functional,P1,5m,"1. Category page loaded in list view mode. 2. A product with at least one variation (slug present) is visible and its variations section can be expanded. 3. Guest browse.","1. Navigate to the category page in list view and note the current URL
2. Expand the Variations (N) section for a product
3. Click on a variation link
4. Verify the variation product page loads fully
5. Press the browser Back button (or Alt+Left Arrow)
6. Verify the category list page URL is restored
7. Verify the category list page is still in list view mode (not reset to grid)
8. Open DevTools Console","- Browser navigates to ${FRONT_URL}/{variation-slug}; browser history has 2 entries
- Back button navigates back to the category list page; URL matches the category URL noted in step 1
- Category list remains in list view mode — not reverted to grid
- No JavaScript errors during navigation sequence",VCST-4530,To be automated
TC-027,Catalog List View - Mobile Viewport: Variation Expansion and Link Behavior,Catalog / List View - Variations - Mobile,Functional,P2,10m,"1. Browser DevTools device emulation set to iPhone 14 (390x844) or equivalent narrow viewport. 2. Category page accessible with at least one product with variations.","1. Open ${FRONT_URL}/e2e-catalog (or equivalent) on mobile viewport (390x844)
2. Observe the catalog view mode and what button/control is shown for variations on mobile
3. Locate a product with variations and tap the variations button visible on mobile
4. Verify behavior: on narrow viewports (below 3xl container breakpoint) the expand-in-place Variations button is hidden; the product-card__variations-link-button is shown and navigates to the parent product PDP
5. Navigate back to the category list
6. Switch to desktop viewport (1920x1080 via DevTools)
7. Confirm the expand-in-place Variations (N) button with chevron appears at desktop breakpoint
8. Expand variations at desktop viewport and verify variation links are clickable
9. Check DevTools Console throughout","- On mobile (below 3xl container breakpoint): the link button navigates to the parent product PDP (expected design behavior)
- On desktop (at or above 3xl breakpoint): the expand-in-place button works; expanded variations have pointer cursor and valid hrefs
- No layout breakage at any viewport (no overflow, no unreadable variation items)
- No JavaScript errors at any viewport",VCST-4530,To be automated
TC-028,Catalog List View - Add-to-Cart in Expanded Variations Does Not Trigger Navigation Link,Catalog / List View - Variations - Regression,Regression,P1,10m,"1. Category page loaded in list view mode at desktop viewport (>= 1280px; ensure 3xl container breakpoint is met). 2. A product with variations is visible; variations section has been expanded. 3. At least one variation is in stock. 4. Signed in as B2B user (USER_EMAIL/USER_PASSWORD) or guest. 5. Cart is empty at start.","1. In the expanded variations section of a product card in catalog list view, locate an in-stock variation
2. Note the current page URL (should be category page URL)
3. Set quantity to 1 if stepper is shown
4. Click the Add to Cart button for the variation
5. Verify the page URL has NOT changed
6. Verify the category list is still visible with the variations section still expanded
7. Navigate to the cart page (${FRONT_URL}/cart)
8. Verify the variation just added appears in the cart with correct product name, quantity, and price
9. Open DevTools Console throughout","- Success notification (toast) appears; cart icon badge increments by 1
- Page URL does NOT change after clicking Add to Cart — the click does NOT navigate to the variation page
- Category list page and expanded variations section remain intact
- Cart page shows the correct variation with correct name, quantity, and price
- No JavaScript errors throughout",VCST-4530,To be automated
TC-029,Catalog List View - Zero JavaScript Errors During Full Variation Expand and Link Navigation Session,Catalog / List View - Variations - Quality,Regression,P1,10m,"1. Browser DevTools open from start with Console tab visible and set to All levels. 2. Category page accessible with products that have variations. 3. Desktop viewport (1920x1080) to ensure expand-in-place variations button is visible.","1. Open DevTools Console then navigate to the category page
2. Switch to list view mode using the view mode toggle
3. Scroll through the list observing product cards with variations buttons
4. Click the Variations (N) button to expand the first product variations
5. Hover over each variation link in the expanded section
6. Click a variation link and navigate to the variation PDP
7. Navigate back to the category list
8. Expand variations for a second product if available
9. Click Add to Cart on a variation from the expanded section
10. Collapse the variations section by clicking the Variations (N) button again
11. Review the full console log","- Zero JavaScript errors at all steps
- Zero Vue warnings about undefined route/to props or invalid VcLineItem :route prop
- No failed network requests (no 4xx or 5xx) related to variation data loading or navigation
- No errors during Add to Cart action
- No errors during expand or collapse of the variations section",VCST-4530,To be automated
