ID,Title,Section,Type,Priority,Estimate,Preconditions,Steps,Expected Result,References,Automation Status
SRCH-NEW-026,Search Bar - ARIA Roles and Labels,Search > Accessibility,Accessibility,High,5m,"Storefront open at homepage; DevTools Accessibility panel available","1. Inspect search input role and accessible name (DevTools Accessibility)
2. Inspect 'Barcode scan' button accessible name
3. Inspect 'Search' button accessible name
4. Type in input then inspect clear (X) button accessible name
5. With dropdown open inspect dropdown container role and aria attributes","- Search input: role='searchbox'; accessible name='Search'
- 'Barcode scan': accessible name is 'Barcode scan'
- 'Search' button: accessible name is 'Search'
- Clear button: non-empty accessible name describing its purpose
- Dropdown: role='listbox' or equivalent ARIA pattern
- All dropdown interactive elements have non-empty accessible names","WCAG 2.1 AA 4.1.2",Manual
SRCH-NEW-027,Search - Autocomplete Response Time Under 2 Seconds,Search > Performance,Performance,Medium,5m,"Storefront open at homepage; DevTools Network tab open","1. Open DevTools Network tab
2. Click search input and type 'hoodie'
3. Start timer from first character typed
4. Observe when autocomplete product results appear
5. Note GraphQL request duration in Network tab","- Autocomplete product results appear within 2 seconds of first character
- GraphQL API call completes under 1500ms
- No loading spinner visible for more than 2 seconds",,Manual
SRCH-NEW-028,Search - Results Page Load Time Under 3 Seconds,Search > Performance,Performance,Medium,5m,"DevTools Network tab open; throttling set to 'No throttling'","1. Navigate to /search?q=hoodie from a fresh navigation
2. Measure time from navigation start until product cards and heading are visible and interactive","- Results page fully rendered within 3 seconds
- h1 heading with result count visible within 2 seconds
- No major layout shift after initial product render
- NETWORK: All calls return 200; no 4xx or 5xx",,Manual
SRCH-NEW-029,Search Bar - Firefox Compatibility,Search > Cross-Browser,Compatibility,Medium,5m,"Firefox available via playwright-firefox MCP","1. Open homepage in Firefox
2. Click search input
3. Type 'hoodie'
4. Verify autocomplete dropdown
5. Press Enter
6. Verify results page loads","- Search input accessible and focused in Firefox
- Autocomplete renders with images, names, prices
- Enter submission works same as Chrome
- Results page displays correctly
- CONSOLE: No Firefox-specific errors",,Manual
SRCH-NEW-030,Search Bar - Edge Compatibility,Search > Cross-Browser,Compatibility,Medium,5m,"Edge available via playwright-edge MCP","1. Open homepage in Edge
2. Click search input
3. Type 'hoodie'
4. Verify autocomplete dropdown
5. Press Enter
6. Verify results page loads","- Identical behavior to Chrome
- No Edge-specific rendering or interaction issues",,Manual
SRCH-NEW-031,Search Bar - Mobile Viewport 375px,Search > Mobile,Functional,High,5m,"Chrome DevTools device emulation at 375px; storefront open at homepage","1. Set viewport to 375px wide
2. Verify search input visible in header
3. Tap the search input
4. Verify dropdown opens in mobile layout
5. Type 'hoodie'
6. Verify autocomplete results visible and readable
7. Tap a product in the dropdown","- Search input visible and interactive at 375px
- Dropdown fits within mobile viewport (no horizontal scroll)
- Product names and prices readable in dropdown
- Tapping product navigates to correct PDP
- No layout breaks at mobile width",,Manual
SRCH-NEW-032,Search - Mobile Results Page Layout 375px,Search > Mobile,Functional,High,5m,"Chrome DevTools device emulation at 375px; navigate to /search?q=hoodie","1. Set viewport to 375px
2. Navigate to /search?q=hoodie
3. Verify results heading readable
4. Verify product cards use 1 or 2 column grid
5. Verify sort dropdown accessible (no horizontal scroll)
6. Verify filter controls accessible (e.g., collapsed behind 'Filters' button)
7. Verify touch targets >= 44x44px","- Heading readable at 375px
- Product card grid adapts to 1-2 columns (not 4)
- Sort controls accessible without horizontal scroll
- Filters accessible via mobile-friendly control
- All touch targets meet 44x44px minimum (WCAG 2.5.5)",,Manual
SRCH-NEW-033,Search - GA4 search Event Fires on Query Submission,Search > Analytics,Functional,Medium,5m,"DevTools Console open; Google Tag Manager configured on storefront","1. Open DevTools Console
2. Run window.dataLayer to confirm array exists
3. Click search input; type 'hoodie'; press Enter
4. After results load run: window.dataLayer.filter(e => e.event === 'search')","- window.dataLayer is an array and exists
- A search event found: { event: 'search', search_term: 'hoodie' }
- search_term matches submitted query exactly
- CONSOLE: No GA4 or GTM errors",E2E-GA-004,Manual
SRCH-NEW-034,Search - GA4 view_search_results Event on Results Page,Search > Analytics,Functional,Medium,5m,"DevTools Console open","1. Navigate to /search?q=hoodie
2. In Console run: window.dataLayer.filter(e => e.event === 'view_search_results')","- At least one view_search_results event in dataLayer
- Event includes search_term: 'hoodie'
- CONSOLE: No GA4 or GTM errors",E2E-GA-004,Manual
SRCH-NEW-035,Search to Cart - Full End-to-End Flow,Search > E2E,Functional,Critical,10m,"User authenticated; cart is empty or at known state","1. Click search input; type 'hoodie'; press Enter
2. Verify navigation to /search?q=hoodie
3. Locate 'Vintage Colorado Hoodie' ($54.00) on results page
4. Click '+' (Increase quantity) on the product card to set quantity 1
5. Verify success notification or cart icon badge increments
6. Click 'Cart' link in navigation
7. Verify 'Vintage Colorado Hoodie' is in the cart at $54.00","- Search finds product on results page
- Quantity stepper functional on search result cards
- Cart badge increments by 1
- Cart page shows: name 'Vintage Colorado Hoodie'; price $54.00; quantity 1
- NETWORK: GraphQL addItem mutation returns success
- CONSOLE: No errors during entire flow","E2E-SEARCH-001, BL-CART",Manual
SRCH-NEW-036,Search - Browser Back Returns to Results Page,Search > Navigation,Functional,High,3m,"User navigated from search results to a product PDP","1. Navigate to /search?q=hoodie
2. Click 'Vintage Colorado Hoodie' to open PDP
3. Verify PDP loads
4. Click browser Back button","- Browser returns to /search?q=hoodie
- Search results page displayed with same query and results
- Header search input still shows 'hoodie'
- Product cards visible (page not blank or in error state)",E2E-SEARCH-001,Manual
