ID,Title,Section,Type,Priority,Estimate,Preconditions,Steps,Expected Result,References,Automation Status
WL-GQL-011,Verify secondaryLogoUrl field,GraphQL > whiteLabelingSettings,Functional,Medium,3m,Organization branded-org-001 exists with secondary logo configured,"1. Execute query requesting secondaryLogoUrl
2. Verify both logo URLs returned","logoUrl returns primary logo URL; secondaryLogoUrl returns secondary logo URL; Both URLs are valid format; If no secondary logo configured secondaryLogoUrl is null; Both logos are independently accessible",VCST-4637,Not Automated
WL-GQL-012,Verify faviconUrl returns valid URL,GraphQL > whiteLabelingSettings,Functional,High,3m,Organization with custom favicon uploaded,"1. Execute query requesting faviconUrl
2. Verify favicon URL","faviconUrl returned as string; URL format is valid; URL points to favicon image (.ico .png or .svg); Favicon is accessible at the URL",C384972,Not Automated
WL-GQL-013,Verify favicons array returns multiple sizes,GraphQL > whiteLabelingSettings,Functional,High,4m,"Organization with custom favicon configured; Thumbnail job has generated multiple favicon sizes","1. Execute query requesting favicons array
2. Verify array contains multiple favicon sizes","favicons array contains multiple objects; Each object has rel type sizes href fields; Common sizes present: 16x16 32x32 180x180 192x192 512x512; All hrefs are accessible",C385320 C385321,Not Automated
WL-GQL-014,Verify themePresetName returns valid values,GraphQL > whiteLabelingSettings,Functional,Medium,3m,"Organization default-theme-org with no theme configured; Organization coffee-theme-org with Coffee theme configured","1. Execute query for default-theme-org
2. Execute query for coffee-theme-org
3. Verify theme values","default-theme-org returns themePresetName: default; coffee-theme-org returns themePresetName: Coffee; Theme names are case-sensitive strings; Only valid theme preset names returned",C384973,Not Automated
WL-GQL-015,Verify footerLinks hierarchical structure (parent + childItems),GraphQL > whiteLabelingSettings,Functional,High,4m,"Organization with footer link list configured: Parent link Company (no children), Parent link Products with children Electronics Clothing, Parent link Support with children Help Center Contact Us FAQ","1. Execute query requesting footerLinks
2. Verify hierarchical structure","footerLinks array contains 3 parent objects; Parent 1 Company has empty childItems; Parent 2 Products has 2 child objects; Parent 3 Support has 3 child objects; All child objects have title and url fields; Nested structure is correct (2 levels max)",C385322 C385323,Not Automated
WL-GQL-016,Verify mainMenuLinks hierarchical structure with priority,GraphQL > whiteLabelingSettings,Functional,Critical,5m,"Organization with main menu link list configured: Home (priority 1), Products (priority 2) with children Electronics (priority 1) Clothing (priority 2), About (priority 3) with children Our Story Team Careers, Contact (priority 4)","1. Execute query requesting mainMenuLinks with priority
2. Verify hierarchical structure and priority ordering","mainMenuLinks array contains 4 parent objects; Parent links returned in priority order; All parent and child objects have title url priority fields; Priority values are integers; Nested structure (2 levels); childItems arrays respect priority ordering",VCST-4637 PR#21,Not Automated
WL-GQL-017,Verify mainMenuLinks when MainMenuLinkListName is NULL,GraphQL > whiteLabelingSettings,Functional,High,2m,"Organization no-menu-org exists; MainMenuLinkListName field is NULL in database","1. Execute query for organization with NULL MainMenuLinkListName
2. Verify response","Query executes successfully without errors; mainMenuLinks field is returned; mainMenuLinks is empty array or null; No GraphQL errors or exceptions; No backend crashes",VCST-4637 PR#21,Not Automated
WL-GQL-018,Verify mainMenuLinks with non-existent link list name,GraphQL > whiteLabelingSettings,Negative,Medium,3m,"Organization exists with MainMenuLinkListName = non-existent-link-list-999; Link list non-existent-link-list-999 does NOT exist in system","1. Configure organization with non-existent link list name
2. Execute query
3. Verify graceful handling","Query executes without backend errors; mainMenuLinks is empty array or null; No 500 errors or exceptions; Graceful handling of missing link list",VCST-4637 PR#21,Not Automated
WL-GQL-019,Organization isolation - Org A query does not return Org B data,GraphQL > whiteLabelingSettings,Security,Critical,5m,"Organization A (org-a) with Logo A Main menu Products A Services A Footer About A Contact A; Organization B (org-b) with Logo B Main menu Products B Services B Footer About B Contact B","1. Execute query for Organization A
2. Execute query for Organization B
3. Compare results","Organization A query returns Logo A mainMenuLinks Products A Services A footerLinks About A Contact A; Organization B query returns Logo B mainMenuLinks Products B Services B footerLinks About B Contact B; NO cross-contamination; No data leakage",VCST-4637 Security,Not Automated
WL-GQL-020,Performance test - query response time < 500ms,GraphQL > whiteLabelingSettings,Performance,High,5m,"Organization with full branding configured; Database in stable state; Normal system load","1. Execute query 10 times consecutively
2. Measure response time for each execution
3. Calculate average response time","Average response time < 500ms; 95th percentile < 700ms; No query takes > 1000ms; No significant performance degradation with mainMenuLinks field; Consistent performance across executions",VCST-4637 PR#21,Not Automated
WL-GQL-021,Query without authentication - verify behavior,GraphQL > whiteLabelingSettings,Security,High,3m,"GraphQL endpoint accessible; No authentication token provided","1. Execute query WITHOUT authentication header
2. Verify authentication behavior","Query executes successfully (public data) OR returns authentication error; If authentication required error message is Unauthorized; Error code: UNAUTHENTICATED; No sensitive data exposed in error messages; Behavior is consistent with system security policy",VCST-4637,Not Automated
WL-GQL-022,Partial field selection - request only specific fields,GraphQL > whiteLabelingSettings,Functional,Medium,3m,Organization with full branding configured,"1. Execute query requesting ONLY logoUrl (no other fields)
2. Verify response contains only requested field","Query executes successfully; Response contains only logoUrl field; Other fields NOT returned; GraphQL field selection works correctly; No errors or warnings; Query performance is optimal",VCST-4637,Not Automated
WL-GQL-023,Verify footerLinks childItems can be empty array,GraphQL > whiteLabelingSettings,Functional,Medium,2m,"Organization with footer link that has NO children configured; Footer link Company with childItems = empty","1. Execute query requesting footerLinks
2. Verify empty childItems handling","footerLinks array returned; Parent link Company has childItems as empty array or null; No errors or validation issues; Empty array is valid response",C385322,Not Automated
WL-GQL-024,Verify mainMenuLinks childItems can be empty array,GraphQL > whiteLabelingSettings,Functional,Medium,2m,"Organization with main menu link that has NO children; Main menu link Home with childItems = empty","1. Execute query requesting mainMenuLinks
2. Verify empty childItems handling","mainMenuLinks array returned; Parent link Home has childItems as empty array or null; No errors or validation issues; Empty array is valid response for parent links without children",VCST-4637 PR#21,Not Automated
WL-GQL-025,Verify concurrent queries for different organizations return correct data,GraphQL > whiteLabelingSettings,Functional,High,5m,"Three organizations configured with different branding: org-a Logo A Menu A, org-b Logo B Menu B, org-c Logo C Menu C","1. Execute 3 queries concurrently (within 1 second): Query 1 org-a, Query 2 org-b, Query 3 org-c
2. Verify each response","All 3 queries return successfully; Query 1 returns org-a branding; Query 2 returns org-b branding; Query 3 returns org-c branding; No cross-contamination or race conditions; Concurrent execution handled correctly",VCST-4637,Not Automated
PC-GQL-001,Basic pageContext query with all required parameters,GraphQL > xFrontend > pageContext,Functional,Critical,4m,"GraphQL endpoint accessible at ${BACK_URL}/graphql; Test store B2B-store with domain qa.virtocommerce.com; Homepage exists at permalink /","1. Navigate to GraphQL playground
2. Execute pageContext query with domain storeId cultureName permalink
3. Verify all sub-objects returned","Query executes successfully; Response contains data.pageContext object with 4 sub-objects: slugInfo store whiteLabelingSettings user; Single query returns all data; No GraphQL errors",Virto Commerce xFrontend docs,Not Automated
PC-GQL-002,Verify slugInfo.entityInfo.id returned for valid permalink,GraphQL > xFrontend > pageContext,Functional,Critical,3m,"Product page exists at permalink /products/laptop-dell-xps-15; Product ID in database: prod-12345","1. Execute pageContext query for product permalink
2. Verify slugInfo returned","slugInfo object is not null; slugInfo.entityInfo.id = prod-12345; Entity ID matches product in database; Slug resolution works correctly",xFrontend pageContext docs,Not Automated
PC-GQL-003,Verify slugInfo for non-existent permalink (404 slug),GraphQL > xFrontend > pageContext,Negative,High,3m,Permalink /products/non-existent-product-999 does NOT exist,"1. Execute pageContext query for non-existent permalink
2. Verify 404 handling","Query executes without backend error; slugInfo is null or slugInfo.entityInfo is null; No GraphQL errors (graceful handling); Frontend should interpret null slugInfo as 404 page",xFrontend pageContext docs,Not Automated
PC-GQL-004,Verify store.storeId matches requested storeId,GraphQL > xFrontend > pageContext,Functional,High,2m,Store B2B-store exists,"1. Execute pageContext query
2. Verify storeId in response","store object is not null; store.storeId = B2B-store; Matches input parameter exactly; Store data resolved correctly",xFrontend pageContext docs,Not Automated
PC-GQL-005,Verify whiteLabelingSettings embedded in pageContext returns correct branding,GraphQL > xFrontend > pageContext,Functional,Critical,4m,"Organization branded-org-001 with full branding configured; User logged in as member of branded-org-001","1. Execute pageContext query with organizationId
2. Verify branding data","whiteLabelingSettings object returned (not null); logoUrl faviconUrl themePresetName contain organization's custom values; footerLinks and mainMenuLinks arrays contain organization's links; Branding matches organization configuration; Same data as standalone whiteLabelingSettings query",xFrontend pageContext docs VCST-4637,Not Automated
PC-GQL-006,Verify whiteLabelingSettings includes mainMenuLinks (new field),GraphQL > xFrontend > pageContext,Functional,Critical,3m,"Organization with main menu link list configured; Main menu links: Products Services About","1. Execute pageContext query requesting mainMenuLinks
2. Verify mainMenuLinks field is present","whiteLabelingSettings.mainMenuLinks is not null; mainMenuLinks array contains expected links; Each link has title url priority fields; Hierarchical structure (childItems) supported; mainMenuLinks field works identically to standalone whiteLabelingSettings query; New field is integrated into pageContext",VCST-4637 PR#21 xFrontend docs,Not Automated
PC-GQL-007,Verify user data for authenticated user (userId provided),GraphQL > xFrontend > pageContext,Functional,High,3m,"User account exists with userId user-123 userName john.doe@example.com; User is authenticated","1. Execute pageContext query with userId
2. Verify user data returned","user object is not null; user.id = user-123; user.userName = john.doe@example.com; User data matches database record; User context resolved correctly",xFrontend pageContext docs,Not Automated
PC-GQL-008,Verify user data for anonymous user (no userId),GraphQL > xFrontend > pageContext,Functional,High,3m,"Anonymous user (not logged in); No userId parameter provided","1. Execute pageContext query WITHOUT userId
2. Verify anonymous user handling","user object is null or user object returned with id = null and userName = null/anonymous; No errors or exceptions; Anonymous users can still access pageContext query; Other data (slugInfo store whiteLabelingSettings) still returned",xFrontend pageContext docs,Not Automated
PC-GQL-009,Query with organizationId - verify org-specific branding in whiteLabelingSettings,GraphQL > xFrontend > pageContext,Functional,Critical,4m,"Organization org-a with Logo A and Menu A; Organization org-b with Logo B and Menu B","1. Execute pageContext query with organizationId = org-a
2. Execute pageContext query with organizationId = org-b
3. Compare results","Query with org-a returns Logo A and Menu A; Query with org-b returns Logo B and Menu B; Organization-specific branding resolved correctly in pageContext; No cross-contamination",xFrontend pageContext docs VCST-4637,Not Automated
PC-GQL-010,Query without organizationId - verify default/store-level branding,GraphQL > xFrontend > pageContext,Functional,High,3m,"Store B2B-store has store-level white labeling configured; Default logo and theme set at store level","1. Execute pageContext query WITHOUT organizationId
2. Verify store-level branding returned","whiteLabelingSettings returns store-level branding (not org-specific); logoUrl shows store's default logo; themePresetName shows store's default theme; Fallback to store-level branding when no organizationId provided; Anonymous users see store-level branding",xFrontend pageContext docs,Not Automated
PC-GQL-011,Verify cultureName affects localized data,GraphQL > xFrontend > pageContext,Functional,High,4m,"Organization with localized link lists (EN and PL); Footer links and main menu links have translations","1. Execute pageContext query with cultureName = en-US
2. Execute same query with cultureName = pl-PL
3. Compare link titles","Query with cultureName = en-US returns English link titles; Query with cultureName = pl-PL returns Polish link titles; cultureName parameter affects localization in embedded whiteLabelingSettings; Same behavior as standalone whiteLabelingSettings query",xFrontend pageContext docs,Not Automated
PC-GQL-012,Query with different permalink paths,GraphQL > xFrontend > pageContext,Functional,High,5m,"Multiple pages exist: / (homepage), /products (catalog page), /about (CMS page), /custom-page (Page Builder page)","1. Execute pageContext query for each permalink
2. Verify slugInfo.entityInfo.id differs for each","permalink = / returns homepage entity ID; permalink = /products returns catalog page entity ID; permalink = /about returns CMS page entity ID; permalink = /custom-page returns Page Builder page entity ID; Each permalink resolves to different entity; store whiteLabelingSettings user data remain consistent",xFrontend pageContext docs,Not Automated
PC-GQL-013,Verify domain parameter resolves correct store,GraphQL > xFrontend > pageContext,Functional,High,3m,"Two stores configured: Store A domain store-a.virtocommerce.com storeId Store-A, Store B domain store-b.virtocommerce.com storeId Store-B","1. Execute pageContext query with domain = store-a.virtocommerce.com and storeId = Store-A
2. Execute pageContext query with domain = store-b.virtocommerce.com and storeId = Store-B
3. Verify store resolution","Query with domain = store-a.virtocommerce.com returns store.storeId = Store-A; Query with domain = store-b.virtocommerce.com returns store.storeId = Store-B; Domain parameter helps resolve correct store; Store-specific data differs between stores",xFrontend pageContext docs,Not Automated
PC-GQL-014,Verify missing required param (domain) returns validation error,GraphQL > xFrontend > pageContext,Negative,High,2m,GraphQL endpoint accessible,"1. Execute pageContext query WITHOUT domain parameter
2. Verify validation error","Query fails with GraphQL validation error; Error message indicates required argument domain is missing; Error type: GRAPHQL_VALIDATION_FAILED; HTTP status 200; Clear error message for developers",xFrontend pageContext docs,Not Automated
PC-GQL-015,Verify missing required param (storeId) returns validation error,GraphQL > xFrontend > pageContext,Negative,High,2m,GraphQL endpoint accessible,"1. Execute pageContext query WITHOUT storeId parameter
2. Verify validation error","Query fails with GraphQL validation error; Error message: Required argument storeId missing; Error type: GRAPHQL_VALIDATION_FAILED; HTTP status 200",xFrontend pageContext docs,Not Automated
PC-GQL-016,Verify missing required param (cultureName) returns validation error,GraphQL > xFrontend > pageContext,Negative,High,2m,GraphQL endpoint accessible,"1. Execute pageContext query WITHOUT cultureName parameter
2. Verify validation error","Query fails with GraphQL validation error; Error message: Required argument cultureName missing; Error type: GRAPHQL_VALIDATION_FAILED; HTTP status 200",xFrontend pageContext docs,Not Automated
PC-GQL-017,Verify missing required param (permalink) returns validation error,GraphQL > xFrontend > pageContext,Negative,High,2m,GraphQL endpoint accessible,"1. Execute pageContext query WITHOUT permalink parameter
2. Verify validation error","Query fails with GraphQL validation error; Error message: Required argument permalink missing; Error type: GRAPHQL_VALIDATION_FAILED; HTTP status 200",xFrontend pageContext docs,Not Automated
PC-GQL-018,Performance - pageContext should be faster than 4 separate queries,GraphQL > xFrontend > pageContext,Performance,Critical,8m,"Organization with full branding configured; Normal system load","1. Scenario A: Execute 4 separate queries (slugInfo store whiteLabelingSettings user) and calculate total time
2. Scenario B: Execute single pageContext query requesting all 4 sub-objects and measure time
3. Compare performance","pageContext query (Scenario B) is significantly faster than 4 separate queries (Scenario A); Expected improvement: 50-70% faster; Example: 4 queries ~800ms, pageContext ~300ms; Single pageContext query reduces network round-trips; Backend can optimize data fetching; pageContext query is PRIMARY use case for storefront initialization",xFrontend pageContext docs - performance optimization,Not Automated
PC-GQL-019,Verify pageContext with organization switching,GraphQL > xFrontend > pageContext,Functional,Critical,5m,"User is member of two organizations: org-a and org-b; Each organization has different branding","1. Execute pageContext query with organizationId = org-a
2. Execute pageContext query with organizationId = org-b
3. Verify different branding returned","Query with org-a returns org-a logo and menu; Query with org-b returns org-b logo and menu; Switching organizationId parameter updates branding; Same as organization switching in storefront; No caching issues or stale data",xFrontend pageContext docs Multi-organization,Not Automated
PC-GQL-020,Verify pageContext for CMS/Page Builder pages,GraphQL > xFrontend > pageContext,Functional,High,4m,"CMS page exists with permalink /custom-page-about-us; Page created in Page Builder / VC CMS","1. Execute pageContext query for CMS page
2. Verify CMS page resolution","slugInfo.entityInfo.id returns CMS page entity ID; Slug resolves correctly for CMS pages; whiteLabelingSettings still returned (branding applies to all pages); mainMenuLinks available for navigation; pageContext works for all page types",xFrontend pageContext docs xCMS,Not Automated
PC-GQL-021,Verify pageContext handles language prefix in permalink,GraphQL > xFrontend > pageContext,Functional,Medium,4m,"Store supports multiple languages (en-US pl-PL); Page exists at permalink /pl/qa1 (Polish version) and /qa1 (English version)","1. Execute pageContext query with permalink = /pl/qa1 and cultureName = pl-PL
2. Execute pageContext query with permalink = /qa1 and cultureName = en-US
3. Compare results","permalink = /pl/qa1 with cultureName = pl-PL resolves to Polish page; permalink = /qa1 with cultureName = en-US resolves to English page; slugInfo.entityInfo.id is the same (same entity different language); whiteLabelingSettings localized based on cultureName; Language prefix in permalink handled correctly",xFrontend pageContext docs Localization,Not Automated
PC-GQL-022,Verify pageContext with both organizationId AND userId,GraphQL > xFrontend > pageContext,Functional,High,4m,"User user-123 is member of organization test-org-001; Organization has custom branding configured","1. Execute pageContext query with both organizationId and userId
2. Verify both contexts resolved","whiteLabelingSettings returns organization-specific branding; user object returns user data; Both organizationId and userId parameters work together; Complete user + organization context resolved in single query; This is the PRIMARY use case for logged-in organization members",xFrontend pageContext docs,Not Automated
PC-GQL-023,Error handling - invalid storeId,GraphQL > xFrontend > pageContext,Negative,High,3m,storeId invalid-store-999 does NOT exist,"1. Execute pageContext query with invalid storeId
2. Verify error handling","Query fails with GraphQL error; Error message indicates store not found or invalid storeId; Error type: BAD_USER_INPUT or NOT_FOUND; HTTP status 200; No backend crash or 500 error; Error message does not leak sensitive information",xFrontend pageContext docs,Not Automated
PC-GQL-024,Error handling - invalid domain,GraphQL > xFrontend > pageContext,Negative,High,3m,Domain invalid-domain-999.com is not configured for any store,"1. Execute pageContext query with invalid domain
2. Verify error handling","Query fails with GraphQL error OR returns default fallback; Error message indicates domain not found or store mismatch; No backend crash; Graceful error handling",xFrontend pageContext docs,Not Automated
PC-GQL-025,Verify all 4 sub-objects returned in single response,GraphQL > xFrontend > pageContext,Functional,Critical,5m,"Full environment setup: Store B2B-store, Homepage exists at /, Organization branded-org-001 with branding, User user-123 logged in","1. Execute comprehensive pageContext query requesting all 4 sub-objects
2. Verify all 4 sub-objects populated","Single response contains ALL 4 sub-objects: slugInfo store whiteLabelingSettings user; All data returned in < 500ms; Single query replaces 4 separate API calls; This is the PRIMARY storefront initialization query; All new features (mainMenuLinks with priority) included",xFrontend pageContext docs VCST-4637,Not Automated
